"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
1.26,0.0026144,0.0069794,0.31131,1018.3,-3.6106e-10,2.6475e-10,-4.4808e-11,1.21,0.89875,1.955e-05,1
