"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
1.2602,0.0025874,0.0069572,0.31131,1018.3,-3.6139e-10,-2.0014e-11,-8.4411e-12,1.21,0.89875,1.955e-05,1
