"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","p","rho","voidfraction","Cell Type"
16018,0,0,0.05,0.00055993,4.0125e-05,-4.5781e-05,39.28,1.21,1,5
15495,0,0,0.05,0.00040457,0.00025457,-3.0297e-05,37.511,1.21,1,5
14060,0,0,0.05,-7.9204e-06,-3.2695e-05,-3.6771e-05,42.691,1.21,1,9
14636,0,0,0.05,-0.00017194,-0.00016874,0.00012038,43.729,1.21,1,9
14761,0,0,0.05,2.8139e-05,-9.3628e-05,-1.7429e-05,38.96,1.21,1,9
14482,0,0,0.05,6.0404e-05,0.00040129,-0.00013628,43.117,1.21,1,9
14752,0,0,0.05,-0.00018485,-0.00018997,-0.00020619,46.544,1.21,1,9
14421,0,0,0.05,-0.00018297,0.00015577,-5.5362e-06,46.62,1.21,1,9
14442,0,0,0.05,0.00032735,7.7977e-05,8.0151e-05,43.735,1.21,1,9
15022,0,0,0.05,-4.9183e-05,5.9067e-05,6.9969e-05,38.102,1.21,1,9
13453,0,0,0.05,-5.8895e-05,0.00037903,0.00028048,38.451,1.21,1,5
14441,0,0,0.05,5.6598e-05,6.2144e-05,0.00018553,43.958,1.21,1,9
14563,0,0,0.05,-0.00029765,-5.8934e-05,0.00024372,46.812,1.21,1,9
14215,0,0,0.05,0.0004963,0.00016385,2.5245e-05,46.85,1.21,1,9
14232,0,0,0.05,0.00028431,-0.00021056,-0.00010602,44.416,1.21,1,9
15113,0,0,0.05,7.2194e-05,-0.00015531,2.3506e-05,39.39,1.21,1,9
14611,0,0,0.05,-0.00019478,0.00017325,0.00015847,39.399,1.21,1,9
14515,0,0,0.05,-6.4448e-05,-0.00017702,0.00019305,43.941,1.21,1,9
14421,0,0,0.05,3.135e-06,0.00025551,-0.00018236,44.459,1.21,1,9
14564,0,0,0.05,-0.00055375,-0.00025563,7.1999e-05,41.554,1.21,1,9
14386,0,0,0.05,9.4367e-05,0.0002699,-0.00016965,36.024,1.21,1,5
14666,0,0,0.05,9.2309e-05,-0.00044818,-1.7029e-05,37.949,1.21,1,9
14910,0,0,0.05,-1.5394e-05,-3.7278e-05,5.4912e-05,39.014,1.21,1,9
14223,0,0,0.05,0.00021775,0.0002734,-2.6574e-05,36.084,1.21,1,5
14408,0,0,0.05,-9.2249e-05,-5.3036e-05,-0.0001654,37.877,1.21,1,5
15263,0,0,0.05,-2.2291e-05,-0.00021997,0.00051355,38.993,1.21,1,5
14317,0,0,0.05,2.8863e-05,0.00021704,9.2015e-05,39.681,1.21,1,9
14171,0,0,0.05,0.00027933,0.00017585,0.00032413,40.681,1.21,1,9
