"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","p","rho","voidfraction","Cell Type"
15808,0,0,0.05,-9.8236e-05,-7.1943e-05,0.00010243,39.217,1.21,1,5
15403,0,0,0.05,-0.00031803,2.3192e-05,-0.00012473,37.478,1.21,1,5
14026,0,0,0.05,8.3504e-05,-0.00016109,0.00019771,42.664,1.21,1,9
14608,0,0,0.05,0.00014647,1.2963e-05,4.9078e-06,43.753,1.21,1,9
14848,0,0,0.05,0.00018643,-1.4084e-05,0.00012336,38.982,1.21,1,9
14424,0,0,0.05,0.00019629,-7.5033e-06,-9.4834e-06,43.089,1.21,1,9
14962,0,0,0.05,-2.4552e-06,-9.0798e-05,0.00025004,46.643,1.21,1,9
14370,0,0,0.05,9.5687e-05,3.0205e-06,-0.00013619,46.639,1.21,1,9
14535,0,0,0.05,-4.6062e-05,9.7676e-06,0.00031915,43.855,1.21,1,9
15023,0,0,0.05,-7.8149e-05,0.00011688,0.00022556,38.173,1.21,1,9
13628,0,0,0.05,-3.3808e-06,0.00033169,-0.00019582,38.506,1.21,1,5
14491,0,0,0.05,9.9175e-05,-0.000303,5.5493e-05,44.021,1.21,1,9
14590,0,0,0.05,0.0001877,-0.00017607,5.8357e-06,46.869,1.21,1,9
14283,0,0,0.05,7.7384e-05,-1.2052e-05,2.5885e-05,46.856,1.21,1,9
14308,0,0,0.05,4.0482e-06,0.00019355,-8.517e-05,44.471,1.21,1,9
15121,0,0,0.05,4.2079e-05,5.1035e-05,-1.7022e-05,39.492,1.21,1,9
14747,0,0,0.05,-3.0917e-05,-3.2696e-05,-0.00012172,39.387,1.21,1,9
14580,0,0,0.05,0.00017316,-0.00017002,0.00010822,43.995,1.21,1,9
14455,0,0,0.05,0.0002506,0.00013951,0.00023784,44.541,1.21,1,9
14471,0,0,0.05,-0.00026461,9.3665e-05,0.00018645,41.615,1.21,1,9
14310,0,0,0.05,0.00011103,-0.00066531,7.3931e-05,36.127,1.21,1,5
14644,0,0,0.05,-0.00014932,-0.00013294,1.1897e-05,37.992,1.21,1,9
14888,0,0,0.05,-8.745e-05,6.3935e-05,-0.00012022,38.987,1.21,1,9
14112,0,0,0.05,-0.00031618,0.00015162,0.00021053,36.132,1.21,1,5
