"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","p","rho","voidfraction","Cell Type"
4376.5,0,0,0.8,-2.6249e-09,4.983e-10,-1.0672e-09,8.6505,1.21,1,5
5111.8,0,0,0.8,1.3417e-10,2.8894e-09,-2.0234e-09,7.5684,1.21,1,5
3167.4,0,0,0.8,-1.5173e-10,-8.1958e-11,-3.92e-11,8.2431,1.21,1,9
3499.2,0,0,0.8,-5.4318e-10,4.4393e-11,-4.3928e-11,8.5384,1.21,1,9
2315.9,0,0,0.8,1.7999e-09,-6.9754e-10,4.7694e-10,7.4632,1.21,1,9
2220.9,0,0,0.8,1.183e-08,-3.4315e-08,-3.5432e-09,7.9306,1.21,1,9
4748.3,0,0,0.8,-3.2828e-10,1.9483e-10,1.21e-10,8.98,1.21,1,9
8452.6,0,0,0.8,-2.2112e-10,1.9041e-11,-5.3753e-11,9.6953,1.21,1,9
5082.5,0,0,0.8,-7.8227e-11,1.0537e-10,6.8787e-11,8.9256,1.21,1,9
3888.2,0,0,0.8,3.0521e-09,2.4664e-09,-1.0495e-10,8.0673,1.21,1,9
6861,0,0,0.8,2.0477e-09,6.0899e-09,4.7828e-09,9.5456,1.21,1,5
5216.1,0,0,0.8,1.4551e-09,-1.6985e-09,-3.5244e-10,8.8379,1.21,1,9
4731.8,0,0,0.8,1.2264e-09,-3.0135e-09,1.607e-10,9.025,1.21,1,9
6600.2,0,0,0.8,2.3451e-11,-1.4534e-10,-1.5147e-11,9.3752,1.21,1,9
5588.7,0,0,0.8,1.4217e-10,1.0615e-10,4.0853e-11,9.116,1.21,1,9
2419.9,0,0,0.8,-1.2698e-09,4.2682e-10,-4.8318e-10,7.6872,1.21,1,9
1918.5,0,0,0.8,1.0677e-09,1.3008e-10,3.0559e-10,7.4146,1.21,1,9
3606.4,0,0,0.8,3.1896e-10,5.1628e-10,-4.6688e-10,8.5398,1.21,1,9
4868.8,0,0,0.8,-1.7365e-10,-5.0841e-11,1.6087e-11,8.9765,1.21,1,9
4003.2,0,0,0.8,-6.8669e-12,-1.9539e-10,-2.1499e-10,8.5401,1.21,1,9
4348,0,0,0.8,-3.8355e-10,-4.2948e-09,-1.3092e-09,7.683,1.21,1,5
5130.8,0,0,0.8,-2.0647e-09,1.3271e-09,1.7171e-09,8.411,1.21,1,9
3605.8,0,0,0.8,-8.0848e-10,1.6558e-09,-4.004e-10,7.8327,1.21,1,9
4399.2,0,0,0.8,-1.1998e-10,9.1542e-10,-1.1677e-10,7.7482,1.21,1,5
7145.7,0,0,0.8,-3.0301e-09,2.1441e-10,3.3671e-09,7.6404,1.21,1,5
4068.9,0,0,0.8,-2.5039e-09,-6.355e-10,7.4371e-10,8.7722,1.21,1,5
4750.3,0,0,0.8,-3.7452e-09,6.8497e-09,-1.2338e-09,8.2634,1.21,1,9
2595,0,0,0.8,-2.3e-09,-1.1079e-09,-6.265e-10,7.7698,1.21,1,9
2426.6,0,0,0.8,-1.64e-09,5.8096e-10,7.2444e-10,7.6526,1.21,1,9
3383,0,0,0.8,-1.2857e-10,5.1873e-11,5.1446e-10,7.9478,1.21,1,9
5026.4,0,0,0.8,8.7866e-10,2.6138e-10,-3.647e-10,7.7703,1.21,1,5
5633.8,0,0,0.8,1.211e-09,-3.5768e-09,-1.57e-09,7.7467,1.21,1,5
2254,0,0,0.8,-2.613e-10,2.8347e-10,-3.5998e-11,7.4277,1.21,1,9
2445.8,0,0,0.8,2.8237e-10,9.186e-10,4.0903e-11,7.4884,1.21,1,9
1997.4,0,0,0.8,-2.9688e-10,2.4027e-10,-2.3753e-10,7.8908,1.21,1,9
4134,0,0,0.8,1.6916e-10,-6.2202e-10,1.0979e-10,8.6218,1.21,1,9
3962.3,0,0,0.8,-1.9274e-10,-3.1404e-10,-1.6483e-11,8.68,1.21,1,9
6183.4,0,0,0.8,4.1013e-10,-4.9681e-10,-2.0628e-11,9.1517,1.21,1,9
2843.4,0,0,0.8,5.5265e-10,3.405e-10,-3.4117e-11,8.1094,1.21,1,9
6530.5,0,0,0.8,-2.2688e-10,1.4663e-10,-8.6792e-11,9.241,1.21,1,9
4111.5,0,0,0.8,1.0314e-11,-4.1505e-10,-7.167e-11,8.7131,1.21,1,9
7641.3,0,0,0.8,-2.7305e-09,-1.4744e-09,-2.6462e-10,7.5944,1.21,1,5
2645.9,0,0,0.8,-3.7155e-10,1.2256e-09,-2.0482e-10,8.1642,1.21,1,9
3165.2,0,0,0.8,-2.8933e-09,9.5844e-10,-6.0022e-10,7.6336,1.21,1,9
6164.6,0,0,0.8,-4.9493e-10,1.2229e-09,-9.3071e-11,7.8924,1.21,1,5
3254.6,0,0,0.8,4.7322e-09,-1.4936e-08,-5.7285e-09,7.9359,1.21,1,9
5798.2,0,0,0.8,-2.2569e-09,5.2898e-10,1.7172e-09,9.5092,1.21,1,5
3847.9,0,0,0.8,5.7324e-08,1.9629e-07,-6.9518e-08,7.9373,1.21,1,9
3785.8,0,0,0.8,-3.7542e-09,5.0759e-09,6.3793e-10,8.6379,1.21,1,9
4303.9,0,0,0.8,-4.0843e-08,-4.7679e-08,-8.8099e-08,8.7031,1.21,1,9
8040.3,0,0,0.8,-8.7354e-09,7.401e-09,-8.9131e-10,9.4284,1.21,1,9
7184,0,0,0.8,1.3599e-09,-8.1e-10,-1.0173e-10,9.4366,1.21,1,9
6825.1,0,0,0.8,-1.763e-09,-3.5519e-09,5.2482e-10,9.3637,1.21,1,9
8148.1,0,0,0.8,4.2299e-09,1.4021e-09,5.237e-11,9.5958,1.21,1,9
4412.2,0,0,0.8,-2.5294e-10,-3.9622e-11,-2.0378e-13,8.8927,1.21,1,9
7335.5,0,0,0.8,-1.4516e-10,-1.7822e-10,-7.3912e-11,9.5431,1.21,1,9
5129.4,0,0,0.8,-2.1916e-10,-4.0693e-11,2.427e-11,9.0722,1.21,1,9
2966.3,0,0,0.8,3.151e-11,1.1667e-10,-4.5964e-10,8.1467,1.21,1,9
7309,0,0,0.8,-1.8031e-10,-4.2514e-10,1.5215e-10,9.3751,1.21,1,9
3659.9,0,0,0.8,-1.0871e-10,-5.2898e-10,1.2679e-10,8.5502,1.21,1,9
2921.9,0,0,0.8,1.7756e-09,5.7708e-10,-5.8581e-10,7.6608,1.21,1,9
6080.6,0,0,0.8,2.0182e-09,-1.2947e-09,3.886e-11,8.9515,1.21,1,5
4993.1,0,0,0.8,-8.7241e-10,-6.5993e-10,1.772e-10,8.0359,1.21,1,9
4363.1,0,0,0.8,-1.1746e-09,5.8177e-10,1.4016e-09,8.2055,1.21,1,9
7127.5,0,0,0.8,4.4408e-09,1.4088e-09,1.4168e-10,9.2944,1.21,1,9
2803.9,0,0,0.8,-1.2008e-10,-2.179e-09,4.0435e-10,8.1041,1.21,1,9
3064.5,0,0,0.8,-3.4438e-10,-1.0604e-09,4.4985e-10,8.3944,1.21,1,9
5323.6,0,0,0.8,9.0075e-10,1.0749e-09,3.2921e-11,9.1787,1.21,1,9
3222,0,0,0.8,7.9199e-10,2.2502e-10,-1.1574e-10,8.5761,1.21,1,9
5746.9,0,0,0.8,2.9729e-10,2.8964e-10,1.6574e-12,9.1671,1.21,1,9
5306.9,0,0,0.8,-2.6594e-10,-1.5646e-10,2.2125e-11,9.1202,1.21,1,9
6484.1,0,0,0.8,-6.5813e-11,1.0986e-11,8.6612e-12,9.3012,1.21,1,9
6010.7,0,0,0.8,-2.0998e-10,9.4428e-11,1.06e-10,9.1865,1.21,1,9
3633.1,0,0,0.8,9.1326e-11,-3.797e-11,-3.3935e-10,8.5456,1.21,1,9
5349,0,0,0.8,-2.9241e-10,1.0186e-10,-1.4942e-10,8.9634,1.21,1,9
3282.9,0,0,0.8,-1.8833e-10,-8.9253e-11,-1.4702e-10,8.2834,1.21,1,9
4347,0,0,0.8,-3.0525e-09,-2.3533e-09,2.1894e-10,8.877,1.21,1,5
2600.8,0,0,0.8,-1.0952e-09,-1.7507e-09,-6.0596e-10,7.7802,1.21,1,9
5243.1,0,0,0.8,1.2694e-09,2.4186e-09,8.2891e-11,7.7984,1.21,1,5
2297.9,0,0,0.8,-2.3458e-10,-7.8833e-11,-3.7871e-11,8.015,1.21,1,9
3201.6,0,0,0.8,3.5432e-10,9.5168e-10,1.5924e-10,7.4785,1.21,1,5
2412.2,0,0,0.8,9.2362e-10,-6.0552e-10,-3.5931e-10,7.5868,1.21,1,9
4223.8,0,0,0.8,8.6708e-11,-1.6325e-10,-3.4305e-10,8.8176,1.21,1,9
4744.3,0,0,0.8,-9.4635e-10,-2.2459e-10,-4.0714e-10,8.5398,1.21,1,9
2764.6,0,0,0.8,-2.4831e-10,-5.3623e-10,-1.1269e-10,8.2336,1.21,1,9
5235.5,0,0,0.8,-3.075e-11,1.034e-10,-4.002e-11,8.9713,1.21,1,9
2778.7,0,0,0.8,-3.5563e-10,-1.959e-10,-8.1536e-11,8.2758,1.21,1,9
2749.2,0,0,0.8,9.4818e-11,1.192e-09,3.0222e-10,8.0908,1.21,1,9
2430.3,0,0,0.8,-4.4947e-10,-4.6628e-10,-3.5826e-12,7.5395,1.21,1,9
2551.7,0,0,0.8,4.7031e-10,1.6731e-10,-1.1217e-10,7.5581,1.21,1,9
5806.9,0,0,0.8,1.6757e-09,7.4695e-10,-1.7507e-10,7.4125,1.21,1,5
7100.5,0,0,0.8,-5.6121e-11,-2.9684e-09,-1.0754e-09,7.6645,1.21,1,5
4252,0,0,0.8,1.4893e-09,4.8015e-09,-1.2546e-10,7.8394,1.21,1,9
8008,0,0,0.8,-3.2808e-09,1.8695e-09,6.9271e-10,9.5185,1.21,1,5
3148.3,0,0,0.8,-1.2907e-09,-9.5691e-10,-2.8317e-11,7.9417,1.21,1,9
7062.1,0,0,0.8,-2.0432e-09,2.3273e-09,-3.5648e-11,9.7808,1.21,1,5
