"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","p","rho","voidfraction","Cell Type"
4262.1,0,0,0.6,-5.5257e-10,-6.6061e-12,1.6516e-09,5.1373,1.21,1,5
5047.1,0,0,0.6,-1.419e-09,3.311e-10,-7.7485e-10,4.4203,1.21,1,5
3058.1,0,0,0.6,1.1659e-10,1.9099e-10,-3.7803e-10,4.7948,1.21,1,9
3387.3,0,0,0.6,-1.7288e-09,3.332e-09,-3.9039e-10,4.9827,1.21,1,9
2212.4,0,0,0.6,1.5041e-10,2.2691e-10,-7.7423e-10,4.3075,1.21,1,9
2105.1,0,0,0.6,-8.1369e-10,-8.8795e-13,-1.5595e-10,4.599,1.21,1,9
4643.4,0,0,0.6,-8.1836e-10,-1.1479e-09,2.0179e-10,5.2736,1.21,1,9
8381.8,0,0,0.6,-1.0614e-09,9.1807e-09,-2.5836e-11,5.7138,1.21,1,9
4982.9,0,0,0.6,-3.5892e-10,1.4022e-09,-5.1144e-11,5.23,1.21,1,9
3793.8,0,0,0.6,2.2001e-09,1.5944e-10,6.168e-11,4.6906,1.21,1,9
6751.4,0,0,0.6,6.5637e-09,7.4143e-09,2.1304e-10,5.6804,1.21,1,5
5121.1,0,0,0.6,-8.7887e-09,-1.1992e-08,5.1488e-10,5.1537,1.21,1,9
4625,0,0,0.6,-1.6031e-09,-2.6422e-09,1.0609e-11,5.3048,1.21,1,9
6508.7,0,0,0.6,-2.1748e-09,1.5707e-09,3.6952e-11,5.5247,1.21,1,9
5492.2,0,0,0.6,-1.283e-10,1.0521e-09,-3.807e-11,5.3552,1.21,1,9
2308.8,0,0,0.6,-6.7209e-10,-3.1155e-10,5.2637e-10,4.4265,1.21,1,9
1813.5,0,0,0.6,-6.069e-10,3.4718e-10,-4.7225e-10,4.2676,1.21,1,9
3495.9,0,0,0.6,-2.6661e-13,3.0351e-10,-1.045e-10,4.9981,1.21,1,9
4766.6,0,0,0.6,-3.2782e-10,5.9111e-10,3.1969e-11,5.2751,1.21,1,9
3901.1,0,0,0.6,1.3371e-10,3.8321e-10,5.1624e-10,4.9903,1.21,1,9
4270.8,0,0,0.6,-7.9998e-11,-1.1879e-09,-1.225e-09,4.4936,1.21,1,5
5041.3,0,0,0.6,-7.2584e-10,3.6184e-10,4.1742e-10,4.9043,1.21,1,9
3494,0,0,0.6,6.886e-10,-4.0508e-11,9.4275e-10,4.5321,1.21,1,9
4319.8,0,0,0.6,-1.336e-09,-8.0716e-10,-1.618e-09,4.5217,1.21,1,5
7091.8,0,0,0.6,-1.8019e-09,2.7013e-10,-7.0808e-10,4.4195,1.21,1,5
3952.1,0,0,0.6,-2.5226e-10,2.5551e-10,2.8666e-09,5.2175,1.21,1,5
4662.9,0,0,0.6,-8.5508e-10,4.9562e-09,-1.7215e-09,4.8103,1.21,1,9
2483.5,0,0,0.6,1.6403e-10,4.7278e-10,3.666e-11,4.4774,1.21,1,9
2318,0,0,0.6,1.6833e-10,-9.4782e-11,-1.5404e-10,4.4142,1.21,1,9
3285.8,0,0,0.6,-5.4732e-10,-1.4759e-10,-2.7461e-10,4.6185,1.21,1,9
4952.3,0,0,0.6,-8.0344e-10,-4.9444e-10,-9.5331e-10,4.5422,1.21,1,5
5566.9,0,0,0.6,7.0655e-10,-2.2612e-09,-3.4683e-09,4.5239,1.21,1,5
2151.2,0,0,0.6,-2.3258e-10,-6.778e-11,1.4628e-11,4.2837,1.21,1,9
2346.1,0,0,0.6,-8.1408e-11,-5.9334e-10,1.2423e-10,4.3148,1.21,1,9
1879.5,0,0,0.6,-1.1418e-10,1.2476e-10,-1.613e-10,4.5856,1.21,1,9
4029.3,0,0,0.6,-8.2267e-10,3.7344e-09,-3.4341e-10,5.0375,1.21,1,9
3853,0,0,0.6,-8.1271e-10,5.5947e-11,2.9354e-12,5.0688,1.21,1,9
6092,0,0,0.6,-2.8316e-09,7.1723e-09,-3.1898e-11,5.3482,1.21,1,9
2732.1,0,0,0.6,-6.3053e-10,-4.1321e-10,-3.5699e-10,4.7137,1.21,1,9
6445,0,0,0.6,-3.0381e-09,6.5403e-09,-1.5493e-10,5.4097,1.21,1,9
4003.1,0,0,0.6,-1.0401e-09,-3.7951e-10,1.4872e-10,5.0864,1.21,1,9
7609.4,0,0,0.6,-8.2451e-10,1.9821e-09,-8.4102e-10,4.3954,1.21,1,5
2530.6,0,0,0.6,-7.5734e-10,2.2797e-09,-5.4791e-10,4.7532,1.21,1,9
3069.8,0,0,0.6,-7.6447e-10,6.6326e-10,-7.8468e-10,4.4091,1.21,1,9
6094.8,0,0,0.6,4.77e-10,1.6599e-09,3.7836e-11,4.6235,1.21,1,5
3156.6,0,0,0.6,8.6108e-11,-3.4103e-09,-3.4055e-11,4.6042,1.21,1,9
5678.9,0,0,0.6,3.3231e-09,3.1572e-10,-3.0938e-09,5.6717,1.21,1,5
3747.1,0,0,0.6,-4.1582e-08,-2.0143e-07,-2.2302e-09,4.5758,1.21,1,9
3674.3,0,0,0.6,-3.704e-09,4.7749e-09,6.905e-10,5.0402,1.21,1,9
4199.2,0,0,0.6,-3.323e-08,-2.1326e-07,7.6113e-10,5.0728,1.21,1,9
7962.7,0,0,0.6,-1.483e-08,2.4791e-09,4.5775e-10,5.5206,1.21,1,9
7097,0,0,0.6,-1.557e-09,4.9898e-09,-1.9879e-10,5.5434,1.21,1,9
6736.3,0,0,0.6,-3.9812e-09,-4.4087e-09,2.0674e-10,5.5008,1.21,1,9
8069.2,0,0,0.6,-4.4409e-09,3.4321e-09,-1.2411e-10,5.6396,1.21,1,9
4304.6,0,0,0.6,2.8181e-12,1.1673e-09,-1.7492e-11,5.221,1.21,1,9
7253.8,0,0,0.6,-4.7329e-09,5.5048e-09,1.6457e-10,5.6247,1.21,1,9
5025.8,0,0,0.6,-1.3713e-09,2.0855e-09,9.4508e-11,5.3256,1.21,1,9
2855.9,0,0,0.6,-4.6351e-10,1.697e-10,-4.7951e-10,4.7461,1.21,1,9
7226.7,0,0,0.6,-4.6371e-10,2.6824e-09,6.9265e-11,5.514,1.21,1,9
3549.9,0,0,0.6,2.5156e-10,1.2307e-10,2.9162e-10,4.9879,1.21,1,9
2815.1,0,0,0.6,1.7954e-09,-3.767e-10,-6.4113e-10,4.4135,1.21,1,9
5977.9,0,0,0.6,1.0032e-09,5.4158e-10,-1.3387e-09,5.2811,1.21,1,5
4904.8,0,0,0.6,6.3479e-09,-3.9453e-09,1.464e-10,4.6284,1.21,1,9
4271,0,0,0.6,3.8515e-10,4.1949e-09,1.2973e-09,4.7625,1.21,1,9
7045.2,0,0,0.6,-1.0783e-09,1.6314e-09,-9.2173e-10,5.4426,1.21,1,9
2691.4,0,0,0.6,-1.9805e-09,-3.5324e-09,4.3472e-11,4.7011,1.21,1,9
2946.6,0,0,0.6,1.3258e-10,5.5394e-10,1.1423e-10,4.8937,1.21,1,9
5220.8,0,0,0.6,-9.559e-10,2.2149e-09,1.0777e-10,5.4037,1.21,1,9
3103.2,0,0,0.6,1.7938e-10,-6.0637e-11,3.1568e-11,5.028,1.21,1,9
5650.5,0,0,0.6,-5.3448e-10,1.6164e-09,2.7123e-11,5.3789,1.21,1,9
5205.3,0,0,0.6,-1.2495e-09,1.2033e-09,4.0272e-11,5.3621,1.21,1,9
6393.5,0,0,0.6,-8.8101e-10,1.1693e-09,1.2685e-11,5.4706,1.21,1,9
5916.8,0,0,0.6,-1.6593e-10,4.4504e-10,2.5119e-11,5.3983,1.21,1,9
3523.6,0,0,0.6,2.0708e-10,1.6559e-10,3.3697e-11,5.0078,1.21,1,9
5252.7,0,0,0.6,4.6015e-10,3.5616e-10,2.1826e-10,5.2565,1.21,1,9
3175.8,0,0,0.6,-1.8999e-10,-4.8019e-11,3.7166e-10,4.8285,1.21,1,9
4224.6,0,0,0.6,-1.3858e-09,-2.7168e-09,2.5235e-11,5.2815,1.21,1,5
2499.1,0,0,0.6,1.6933e-12,-2.2704e-10,-6.4401e-10,4.5141,1.21,1,9
5171.4,0,0,0.6,3.8437e-10,2.4845e-09,-7.8637e-10,4.5222,1.21,1,5
2182.1,0,0,0.6,2.4844e-10,8.9121e-10,-1.0594e-10,4.6703,1.21,1,9
3121.3,0,0,0.6,-1.0428e-09,-4.3311e-10,1.6397e-10,4.3666,1.21,1,5
2310.5,0,0,0.6,-6.8399e-10,-1.4645e-10,6.2386e-10,4.3765,1.21,1,9
4116,0,0,0.6,-5.9593e-10,7.4538e-10,-5.5825e-11,5.2041,1.21,1,9
4652.7,0,0,0.6,1.5159e-10,3.9632e-10,-5.1836e-11,4.9749,1.21,1,9
2649.4,0,0,0.6,-3.3023e-10,1.1636e-10,-1.9708e-10,4.7614,1.21,1,9
5138.1,0,0,0.6,-2.7221e-11,3.4465e-10,1.1334e-10,5.2594,1.21,1,9
2662.4,0,0,0.6,-1.2226e-10,-3.8517e-10,-3.6657e-11,4.8211,1.21,1,9
2637.9,0,0,0.6,3.4789e-11,9.483e-11,5.9569e-10,4.7064,1.21,1,9
2329.7,0,0,0.6,4.3605e-11,2.631e-10,1.7398e-10,4.3465,1.21,1,9
2451.5,0,0,0.6,-6.2729e-10,-1.5411e-10,4.7651e-10,4.3601,1.21,1,9
5749.2,0,0,0.6,8.5167e-09,1.2023e-08,8.5701e-10,4.2788,1.21,1,5
7046.3,0,0,0.6,-1.1947e-09,-2.5829e-10,1.1594e-09,4.4301,1.21,1,5
4149.6,0,0,0.6,3.3171e-09,1.0265e-09,-3.7791e-10,4.6279,1.21,1,9
7905.2,0,0,0.6,3.5746e-09,1.7006e-09,-1.6881e-10,5.2527,1.21,1,5
3047.9,0,0,0.6,-7.2896e-10,1.4902e-10,1.4964e-11,4.621,1.21,1,9
6948.2,0,0,0.6,7.6878e-10,2.0602e-09,-8.0137e-10,5.7295,1.21,1,5
