"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","p","rho","voidfraction","Cell Type"
15896,0,0,0.15,-7.0361e-05,-1.9537e-05,2.5747e-07,121.53,1.21,1,5
15580,0,0,0.15,0.00013778,-0.00013705,-9.4516e-05,116.31,1.21,1,5
14302,0,0,0.15,5.2814e-05,2.7386e-05,7.1087e-06,132.05,1.21,1,9
14936,0,0,0.15,1.7407e-05,3.4982e-05,6.9951e-05,135.69,1.21,1,9
15144,0,0,0.15,0.00012347,-0.00013631,-1.1468e-05,120.88,1.21,1,9
14718,0,0,0.15,4.8229e-05,-2.0162e-05,0.00010474,133.38,1.21,1,9
14756,0,0,0.15,-3.1399e-05,-6.2774e-05,3.5129e-05,143.6,1.21,1,9
14701,0,0,0.15,9.2527e-06,4.4064e-05,2.002e-05,144.09,1.21,1,9
14976,0,0,0.15,2.3442e-05,8.1081e-05,6.1974e-05,135.84,1.21,1,9
15288,0,0,0.15,-0.00014042,0.00021999,8.4582e-06,118.66,1.21,1,9
13785,0,0,0.15,-6.1037e-06,3.2305e-08,0.00012947,119.8,1.21,1,5
14753,0,0,0.15,3.9883e-05,-3.6056e-06,-0.00011447,136.31,1.21,1,9
14873,0,0,0.15,1.2122e-05,-0.00010297,1.0797e-05,144.9,1.21,1,9
14554,0,0,0.15,-0.00010144,-5.7159e-05,-1.4589e-05,144.93,1.21,1,9
14449,0,0,0.15,8.1177e-05,-1.7555e-05,6.2574e-05,137.62,1.21,1,9
15402,0,0,0.15,3.2338e-05,3.1252e-05,-6.4108e-06,122.39,1.21,1,9
15043,0,0,0.15,-4.0449e-05,1.1295e-05,6.1844e-06,122.4,1.21,1,9
14778,0,0,0.15,0.00011681,-7.1953e-05,4.7999e-06,136.16,1.21,1,9
14748,0,0,0.15,0.00011016,-7.8691e-05,-3.8922e-05,137.84,1.21,1,9
14787,0,0,0.15,-2.887e-05,-6.5536e-05,0.00011151,129.05,1.21,1,9
15056,0,0,0.15,1.1154e-05,8.0385e-05,-8.5381e-05,112.58,1.21,1,5
15059,0,0,0.15,1.2612e-05,-0.0001482,-3.9001e-05,118.2,1.21,1,9
15044,0,0,0.15,0.00017664,-4.0526e-05,3.7239e-06,121.19,1.21,1,9
14339,0,0,0.15,-2.9761e-05,8.2358e-06,6.6551e-05,111.92,1.21,1,5
14409,0,0,0.15,-3.2471e-05,-0.00017258,-2.5474e-05,117.17,1.21,1,5
15092,0,0,0.15,-2.261e-05,-7.3039e-05,7.2616e-05,120.75,1.21,1,5
14640,0,0,0.15,-2.7946e-05,4.123e-05,-4.1734e-05,122.92,1.21,1,9
14542,0,0,0.15,-6.8002e-05,5.315e-05,2.2835e-05,125.83,1.21,1,9
15869,0,0,0.15,8.1837e-06,-4.5051e-05,-2.1619e-06,126.48,1.21,1,9
15181,0,0,0.15,7.1079e-05,-9.5223e-05,-3.3353e-05,121.91,1.21,1,9
14749,0,0,0.15,-8.8554e-05,0.00013776,-6.1812e-05,115.37,1.21,1,5
15342,0,0,0.15,0.00010425,-9.3828e-05,0.00012737,118.31,1.21,1,5
15160,0,0,0.15,-3.7616e-05,-5.6767e-05,2.5663e-05,124.1,1.21,1,9
15373,0,0,0.15,-6.7345e-05,5.589e-05,5.0895e-05,124.97,1.21,1,9
14723,0,0,0.15,-3.482e-05,-0.00010842,-8.6784e-05,134.38,1.21,1,9
14330,0,0,0.15,-6.7616e-06,2.3717e-05,1.1752e-05,135.54,1.21,1,9
14847,0,0,0.15,-4.2447e-05,-1.3904e-05,2.6218e-05,139.87,1.21,1,9
14382,0,0,0.15,-6.2098e-05,2.8742e-05,-3.1515e-05,141.99,1.21,1,9
14846,0,0,0.15,6.2019e-05,8.1394e-06,7.9875e-05,130.89,1.21,1,9
14596,0,0,0.15,2.089e-05,5.2988e-05,2.381e-05,141.24,1.21,1,9
14928,0,0,0.15,3.0048e-05,1.4084e-05,1.9494e-05,138.15,1.21,1,9
15674,0,0,0.15,0.00013023,7.744e-05,-2.732e-05,111.71,1.21,1,5
14781,0,0,0.15,-6.6848e-05,-0.00018049,-4.3671e-05,130.45,1.21,1,9
14880,0,0,0.15,0.00016381,-0.00023474,7.0872e-05,119.4,1.21,1,9
15245,0,0,0.15,4.4319e-05,4.9511e-05,-6.2743e-05,112.76,1.21,1,5
14391,0,0,0.15,-3.1113e-05,7.046e-05,0.00010161,123.96,1.21,1,9
15723,0,0,0.15,0.00015799,-0.00023244,-9.1353e-05,121.01,1.21,1,5
