"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","p","rho","voidfraction","Cell Type"
4290.1,0,0,0.65,-3.9041e-10,-5.6125e-10,9.7075e-10,5.937,1.21,1,5
5063.2,0,0,0.65,7.5032e-11,-2.3998e-09,1.0746e-09,5.1283,1.21,1,5
3084.4,0,0,0.65,-1.9356e-10,1.2217e-09,-2.5705e-10,5.5724,1.21,1,9
3414.1,0,0,0.65,1.0286e-09,4.1234e-09,7.297e-10,5.786,1.21,1,9
2237.5,0,0,0.65,7.203e-10,2.4792e-10,-5.2431e-10,5.0175,1.21,1,9
2133.3,0,0,0.65,5.5308e-09,-3.4393e-10,-9.0571e-10,5.3498,1.21,1,9
4668.3,0,0,0.65,-3.1459e-09,2.6008e-09,1.3704e-10,6.1137,1.21,1,9
8397.9,0,0,0.65,-3.547e-09,1.0719e-08,-2.7087e-10,6.6182,1.21,1,9
5006.1,0,0,0.65,1.7638e-10,2.523e-09,-1.3255e-10,6.0678,1.21,1,9
3816.4,0,0,0.65,-1.5742e-09,7.4284e-10,-6.5415e-10,5.4561,1.21,1,9
6777.9,0,0,0.65,-2.8322e-09,-9.7977e-09,-2.7447e-10,6.5686,1.21,1,5
5143.6,0,0,0.65,1.2548e-10,7.1265e-10,-8.7207e-10,5.9863,1.21,1,9
4650.4,0,0,0.65,-2.8687e-09,-2.7355e-09,-9.0653e-11,6.1485,1.21,1,9
6530.2,0,0,0.65,1.5024e-09,-1.5325e-09,-6.6694e-11,6.3991,1.21,1,9
5515,0,0,0.65,8.9493e-10,3.4876e-09,1.4395e-10,6.2092,1.21,1,9
2335.7,0,0,0.65,-8.4656e-10,-1.1451e-09,-1.0568e-10,5.1599,1.21,1,9
1839.5,0,0,0.65,2.5814e-11,-1.2902e-10,3.6432e-11,4.9745,1.21,1,9
3522.4,0,0,0.65,-3.428e-10,-3.9753e-10,9.8699e-10,5.8,1.21,1,9
4790.8,0,0,0.65,-2.702e-09,-2.2257e-09,7.2133e-10,6.1164,1.21,1,9
3925.5,0,0,0.65,-7.5939e-10,3.2923e-09,3.6418e-10,5.7951,1.21,1,9
4289.3,0,0,0.65,3.135e-09,-1.2313e-09,-5.1101e-10,5.216,1.21,1,5
5061.7,0,0,0.65,4.625e-09,5.2304e-10,8.1623e-10,5.6993,1.21,1,9
3519.2,0,0,0.65,-6.2728e-09,3.322e-09,1.9839e-10,5.2719,1.21,1,9
4338.8,0,0,0.65,-1.6198e-10,6.3923e-10,-3.1855e-10,5.256,1.21,1,5
7104.1,0,0,0.65,1.6172e-09,2.1443e-10,-3.5613e-10,5.1447,1.21,1,5
3980.6,0,0,0.65,1.3694e-09,-1.3383e-09,3.3374e-11,6.0249,1.21,1,5
4683.6,0,0,0.65,8.1143e-10,-3.9092e-09,3.6327e-10,5.5895,1.21,1,9
2510.7,0,0,0.65,-3.1206e-10,-2.6819e-09,-6.5514e-11,5.2205,1.21,1,9
2344.5,0,0,0.65,-8.1323e-10,-8.0427e-10,-8.8823e-11,5.143,1.21,1,9
3309.1,0,0,0.65,2.4686e-10,-5.7712e-10,2.2272e-11,5.367,1.21,1,9
4970.1,0,0,0.65,1.6881e-09,2.5905e-09,-1.1421e-10,5.27,1.21,1,5
5582.9,0,0,0.65,1.7758e-09,2.276e-09,7.8817e-11,5.2514,1.21,1,5
2176.2,0,0,0.65,1.699e-10,-4.1973e-10,1.7928e-10,4.9906,1.21,1,9
2370.1,0,0,0.65,-6.0662e-10,-5.7727e-10,-1.1555e-10,5.0297,1.21,1,9
1908.4,0,0,0.65,-6.8333e-10,6.0333e-10,-5.4881e-10,5.3308,1.21,1,9
4054.2,0,0,0.65,9.8513e-09,9.2886e-09,-6.472e-10,5.843,1.21,1,9
3879.1,0,0,0.65,-1.4473e-09,1.6729e-09,-2.0312e-10,5.8853,1.21,1,9
6113.4,0,0,0.65,-2.8279e-09,7.6813e-10,-2.1346e-11,6.209,1.21,1,9
2759,0,0,0.65,-1.4671e-10,-2.5023e-10,-6.7829e-10,5.4791,1.21,1,9
6464.9,0,0,0.65,-4.0128e-09,1.2794e-09,-2.385e-10,6.2773,1.21,1,9
4029,0,0,0.65,-2.44e-09,3.3931e-10,-4.6736e-10,5.9071,1.21,1,9
7615.7,0,0,0.65,8.0976e-10,-2.0289e-10,5.4709e-10,5.117,1.21,1,5
2558.6,0,0,0.65,-1.9795e-10,-7.036e-10,1.5451e-10,5.5245,1.21,1,9
3092.7,0,0,0.65,5.2188e-10,1.1685e-09,-2.8047e-10,5.1369,1.21,1,9
6111.4,0,0,0.65,9.7849e-10,1.1442e-09,5.1824e-10,5.3674,1.21,1,5
3180.1,0,0,0.65,4.649e-09,-6.112e-11,2.3277e-09,5.3556,1.21,1,9
5707.7,0,0,0.65,-8.7212e-09,-1.4154e-08,-4.1365e-09,6.5407,1.21,1,5
3771.1,0,0,0.65,-7.2088e-08,-1.2989e-07,-3.2544e-09,5.3321,1.21,1,9
3701,0,0,0.65,-8.1937e-11,-3.5838e-09,-3.4159e-10,5.8538,1.21,1,9
4224.1,0,0,0.65,-5.374e-08,-1.2268e-07,8.0772e-09,5.8932,1.21,1,9
7980.8,0,0,0.65,3.6725e-09,-1.9847e-09,-1.1032e-09,6.4055,1.21,1,9
7117.4,0,0,0.65,-3.7471e-09,3.4835e-09,2.121e-10,6.4263,1.21,1,9
6757.2,0,0,0.65,-8.6531e-09,4.0094e-10,5.191e-10,6.3771,1.21,1,9
8087.5,0,0,0.65,-1.8746e-09,4.0012e-09,2.3131e-10,6.5374,1.21,1,9
4330.5,0,0,0.65,-2.5856e-09,1.4198e-09,-1.0053e-10,6.0541,1.21,1,9
7272.6,0,0,0.65,-1.1687e-09,2.6947e-09,-6.87e-11,6.5149,1.21,1,9
5050.4,0,0,0.65,-5.5109e-10,2.341e-09,2.3221e-10,6.1758,1.21,1,9
2882.4,0,0,0.65,4.6416e-10,1.726e-09,-5.6491e-10,5.517,1.21,1,9
7245.9,0,0,0.65,1.4793e-10,3.3598e-09,-5.4662e-11,6.3918,1.21,1,9
3576.2,0,0,0.65,-7.5116e-10,1.4996e-09,-1.7679e-10,5.7957,1.21,1,9
2840.8,0,0,0.65,-5.0892e-10,-2.3054e-10,-6.3142e-10,5.1477,1.21,1,9
