"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","p","rho","voidfraction","Cell Type"
15527,0,0,0.1,-0.00038443,-9.696e-05,0.0001246,79.778,1.21,1,5
15392,0,0,0.1,-0.00018924,-2.2709e-06,3.3484e-05,76.354,1.21,1,5
14043,0,0,0.1,-0.00011203,-0.00022304,-3.4783e-05,86.66,1.21,1,9
14852,0,0,0.1,3.9442e-05,-1.8214e-05,5.246e-05,89.19,1.21,1,9
15122,0,0,0.1,4.1707e-05,3.3058e-05,-7.1041e-05,79.428,1.21,1,9
14542,0,0,0.1,9.1659e-05,-0.00030036,-4.2468e-05,87.637,1.21,1,9
14543,0,0,0.1,-1.5466e-05,-3.8011e-05,-4.8166e-05,94.358,1.21,1,9
14585,0,0,0.1,5.1562e-05,-3.9404e-05,2.457e-05,94.788,1.21,1,9
14901,0,0,0.1,0.00017539,8.0682e-05,-1.3952e-06,89.281,1.21,1,9
15163,0,0,0.1,-6.7932e-05,8.9957e-05,0.00013746,77.921,1.21,1,9
14243,0,0,0.1,-0.00022278,0.00018249,-0.00022157,78.754,1.21,1,5
14646,0,0,0.1,0.00012078,-9.1918e-05,-6.0198e-05,89.553,1.21,1,9
14777,0,0,0.1,-2.3961e-05,-3.4552e-05,-7.273e-05,95.242,1.21,1,9
14463,0,0,0.1,-2.5225e-05,6.3893e-05,5.0419e-05,95.425,1.21,1,9
14366,0,0,0.1,-0.00012974,1.3366e-05,3.1033e-05,90.519,1.21,1,9
15247,0,0,0.1,-4.9097e-05,4.2885e-05,0.00028296,80.424,1.21,1,9
14953,0,0,0.1,-0.00017835,0.00015568,0.00016474,80.422,1.21,1,9
14718,0,0,0.1,-4.7046e-05,-4.3624e-05,2.9452e-05,89.484,1.21,1,9
14605,0,0,0.1,0.00021082,0.00010787,4.1309e-05,90.592,1.21,1,9
14681,0,0,0.1,-7.2408e-05,3.8747e-05,-0.00011195,84.799,1.21,1,9
14828,0,0,0.1,0.00013659,-0.0001036,7.9713e-05,73.907,1.21,1,5
14908,0,0,0.1,0.00010065,-0.0001685,-2.4036e-05,77.525,1.21,1,9
15007,0,0,0.1,-0.00013301,0.00017463,-1.6261e-06,79.467,1.21,1,9
14189,0,0,0.1,-4.5178e-05,-0.00014611,-4.7847e-05,73.466,1.21,1,5
14144,0,0,0.1,0.00017576,-0.00030308,-0.00012751,76.87,1.21,1,5
15298,0,0,0.1,-0.0002601,-8.6026e-05,0.00019517,79.42,1.21,1,5
14576,0,0,0.1,-3.4331e-05,-0.00022923,0.00010331,80.68,1.21,1,9
14361,0,0,0.1,-0.00019152,-1.3124e-05,-7.0014e-05,82.528,1.21,1,9
15746,0,0,0.1,0.00010718,0.00012524,4.0034e-05,83.108,1.21,1,9
15123,0,0,0.1,-0.00023024,0.0001789,-0.00012169,80.146,1.21,1,9
14794,0,0,0.1,-0.00029317,0.00016896,2.2869e-05,75.857,1.21,1,5
15569,0,0,0.1,-9.1983e-05,2.0227e-05,-6.1638e-05,77.844,1.21,1,5
14965,0,0,0.1,2.6221e-05,-0.00047479,-5.8023e-05,81.465,1.21,1,9
15302,0,0,0.1,0.00010859,-4.8684e-06,3.0324e-05,82.15,1.21,1,9
14599,0,0,0.1,0.00012822,-0.0001185,0.00014846,88.34,1.21,1,9
14428,0,0,0.1,-3.2987e-05,-0.00015024,8.2914e-05,89.123,1.21,1,9
14703,0,0,0.1,0.00026642,0.00015578,-1.0329e-06,91.948,1.21,1,9
14243,0,0,0.1,-7.5687e-05,-0.00020668,-7.1603e-05,93.409,1.21,1,9
14679,0,0,0.1,0.00018219,-5.4875e-05,1.1182e-05,86.027,1.21,1,9
14540,0,0,0.1,-3.7264e-05,-5.5761e-06,0.00010644,92.909,1.21,1,9
14833,0,0,0.1,-0.00021264,-2.0043e-05,0.00012713,90.81,1.21,1,9
15485,0,0,0.1,-8.1996e-06,6.5399e-06,-0.0002806,73.27,1.21,1,5
14629,0,0,0.1,2.4458e-05,3.3845e-05,-2.7584e-05,85.725,1.21,1,9
14855,0,0,0.1,4.8394e-05,-2.9991e-05,7.3417e-06,78.459,1.21,1,9
14950,0,0,0.1,0.00022305,-3.5491e-05,0.0001155,74.018,1.21,1,5
14512,0,0,0.1,3.3468e-05,2.2421e-05,6.0209e-05,81.474,1.21,1,9
15706,0,0,0.1,-0.00027477,-0.00010788,-0.00010924,79.407,1.21,1,5
14741,0,0,0.1,-0.00013994,3.7229e-06,-2.0694e-06,83.077,1.21,1,9
14563,0,0,0.1,-2.5481e-05,4.4966e-05,-0.00011477,92.319,1.21,1,9
14608,0,0,0.1,1.0753e-05,-0.00021943,4.6357e-06,89.904,1.21,1,9
14494,0,0,0.1,0.0001659,-6.1488e-05,-0.00011786,93.81,1.21,1,9
15359,0,0,0.1,6.199e-05,-0.00015901,-1.6311e-05,95.721,1.21,1,9
15090,0,0,0.1,0.00020805,5.8127e-05,-0.00012968,95.903,1.21,1,9
13742,0,0,0.1,-8.3206e-05,3.3514e-05,6.7109e-05,95.687,1.21,1,9
14676,0,0,0.1,-0.00015688,0.00013167,7.7272e-05,92.946,1.21,1,9
14960,0,0,0.1,-4.1629e-05,0.00013185,-0.00012754,95.786,1.21,1,9
14524,0,0,0.1,5.1907e-05,-6.7949e-05,6.1024e-05,93.786,1.21,1,9
14845,0,0,0.1,-0.0001255,0.00016812,-6.5558e-05,83.969,1.21,1,9
15241,0,0,0.1,1.6179e-05,-0.00012666,-6.3479e-05,91.214,1.21,1,9
15371,0,0,0.1,4.7628e-05,-2.3237e-05,7.2524e-05,86.678,1.21,1,9
14660,0,0,0.1,-0.00030234,-0.00013517,3.3351e-05,79.711,1.21,1,9
16028,0,0,0.1,-4.8229e-05,-8.1498e-05,3.2414e-05,77.081,1.21,1,5
14726,0,0,0.1,-9.4098e-05,0.00010638,-1.8933e-05,82.705,1.21,1,9
14539,0,0,0.1,0.00017136,-0.00012091,1.7665e-06,80.898,1.21,1,9
14649,0,0,0.1,4.1731e-05,-0.00014062,-1.112e-05,93.823,1.21,1,9
14826,0,0,0.1,6.4011e-05,-0.00010882,-8.656e-05,86.711,1.21,1,9
14466,0,0,0.1,-0.00015629,0.00022395,7.7773e-05,91.179,1.21,1,9
15013,0,0,0.1,-1.8731e-05,-0.00011283,-0.00027938,95.933,1.21,1,9
