"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","p","rho","voidfraction","Cell Type"
15911,0,0,0.15,6.2617e-05,-7.9667e-05,1.0388e-05,121.62,1.21,1,5
15588,0,0,0.15,0.00016602,1.4167e-05,-2.7799e-06,116.36,1.21,1,5
14306,0,0,0.15,-1.6299e-06,-8.1433e-05,-6.7958e-05,132.07,1.21,1,9
14938,0,0,0.15,8.1706e-05,8.3459e-06,0.00010713,135.73,1.21,1,9
15261,0,0,0.15,-2.296e-05,-2.0298e-05,2.8546e-06,120.97,1.21,1,9
14727,0,0,0.15,-7.7942e-05,2.9975e-05,2.7729e-05,133.44,1.21,1,9
14762,0,0,0.15,-3.0816e-06,-1.9299e-05,8.1242e-05,143.67,1.21,1,9
14757,0,0,0.15,6.8698e-05,-0.00017269,-2.3345e-05,144.15,1.21,1,9
15007,0,0,0.15,5.2412e-05,-0.00014794,-1.1936e-05,135.88,1.21,1,9
15300,0,0,0.15,-3.1198e-05,-5.9623e-05,-5.8573e-05,118.7,1.21,1,9
14144,0,0,0.15,0.00012682,5.7191e-05,-0.0001177,120.07,1.21,1,5
14783,0,0,0.15,1.7985e-05,-2.5737e-05,-3.0327e-05,136.41,1.21,1,9
14898,0,0,0.15,-1.6329e-06,5.2841e-05,1.7463e-05,144.99,1.21,1,9
14630,0,0,0.15,-1.5846e-05,-1.4097e-05,-5.8489e-05,145.06,1.21,1,9
14490,0,0,0.15,6.2482e-05,4.0931e-05,-9.2284e-05,137.64,1.21,1,9
15405,0,0,0.15,8.2065e-05,5.1713e-05,9.7409e-05,122.44,1.21,1,9
15087,0,0,0.15,-5.6463e-05,-5.5441e-05,-3.1481e-06,122.46,1.21,1,9
14788,0,0,0.15,1.5896e-05,-9.8573e-05,5.4511e-05,136.22,1.21,1,9
14727,0,0,0.15,4.5968e-05,-4.2035e-05,3.5287e-05,137.94,1.21,1,9
14768,0,0,0.15,2.8026e-05,6.3716e-05,-7.3111e-06,129.09,1.21,1,9
14860,0,0,0.15,4.0387e-05,6.0793e-05,4.1496e-05,112.49,1.21,1,5
14979,0,0,0.15,-0.00023083,8.0729e-05,7.3596e-05,118.21,1.21,1,9
15081,0,0,0.15,-3.413e-05,-5.8884e-05,6.5161e-05,121.19,1.21,1,9
14286,0,0,0.15,0.00017955,-0.00014133,2.3665e-05,111.99,1.21,1,5
14226,0,0,0.15,0.00012669,4.313e-05,9.1745e-05,117.13,1.21,1,5
15119,0,0,0.15,-7.0979e-05,-4.7208e-05,-9.0963e-05,120.88,1.21,1,5
14662,0,0,0.15,0.00012806,-8.2811e-05,-8.4156e-06,122.93,1.21,1,9
14545,0,0,0.15,-0.00012431,-4.6253e-05,5.2523e-05,125.83,1.21,1,9
15882,0,0,0.15,7.1628e-05,-5.029e-05,6.2931e-05,126.53,1.21,1,9
15222,0,0,0.15,-4.8533e-05,-4.9588e-05,4.7328e-06,122.01,1.21,1,9
14746,0,0,0.15,-0.0001664,0.0001272,-0.00010752,115.4,1.21,1,5
15604,0,0,0.15,-8.0213e-05,0.0001064,-2.8796e-06,118.49,1.21,1,5
15142,0,0,0.15,0.00012218,7.0344e-05,0.00022051,124.13,1.21,1,9
15397,0,0,0.15,-7.9899e-05,7.0627e-05,2.6343e-05,125.06,1.21,1,9
14734,0,0,0.15,6.5212e-06,2.541e-05,-3.8099e-05,134.43,1.21,1,9
14421,0,0,0.15,-3.1033e-06,1.7983e-05,1.0176e-05,135.58,1.21,1,9
14839,0,0,0.15,3.5782e-05,3.8473e-05,-5.338e-05,139.93,1.21,1,9
14389,0,0,0.15,8.8408e-05,6.9748e-05,-4.7171e-06,142.06,1.21,1,9
14837,0,0,0.15,5.5867e-05,-8.1646e-05,6.2362e-05,130.94,1.21,1,9
14639,0,0,0.15,0.00012179,6.3772e-05,1.3722e-05,141.34,1.21,1,9
14944,0,0,0.15,3.5904e-07,-1.6283e-05,-9.1451e-05,138.17,1.21,1,9
15642,0,0,0.15,5.0523e-05,-0.00013526,-7.6394e-05,111.66,1.21,1,5
14763,0,0,0.15,-2.4376e-05,-5.0067e-05,9.3813e-06,130.51,1.21,1,9
14900,0,0,0.15,7.3394e-05,1.8415e-05,-2.884e-05,119.44,1.21,1,9
15281,0,0,0.15,-0.00015564,2.7739e-05,4.0061e-05,112.83,1.21,1,5
14358,0,0,0.15,-6.0333e-05,-7.3553e-05,-8.5342e-05,123.92,1.21,1,9
15656,0,0,0.15,-0.00015012,0.0001687,3.4136e-05,121.1,1.21,1,5
15106,0,0,0.15,-4.7661e-05,-3.6061e-05,4.8429e-05,126.82,1.21,1,9
14607,0,0,0.15,-1.9501e-06,-3.029e-05,-1.3918e-05,140.45,1.21,1,9
14609,0,0,0.15,4.9746e-05,-9.8618e-05,0.00013922,136.92,1.21,1,9
14578,0,0,0.15,5.8745e-05,-3.3971e-05,-0.00010854,142.78,1.21,1,9
15399,0,0,0.15,3.5342e-05,9.292e-06,7.9071e-06,145.57,1.21,1,9
15231,0,0,0.15,-2.7367e-05,-2.8955e-05,-0.00010455,146.01,1.21,1,9
13902,0,0,0.15,8.9443e-05,5.819e-06,1.2036e-05,145.68,1.21,1,9
14732,0,0,0.15,-4.5318e-05,-3.2598e-05,8.8502e-06,141.32,1.21,1,9
15001,0,0,0.15,5.3662e-05,-0.00013101,2.8033e-05,145.54,1.21,1,9
14634,0,0,0.15,0.00010098,3.093e-05,1.265e-06,142.6,1.21,1,9
14896,0,0,0.15,8.342e-05,-1.0715e-05,-5.6218e-05,127.71,1.21,1,9
15411,0,0,0.15,0.00010403,-1.758e-05,-4.7807e-05,138.59,1.21,1,9
15527,0,0,0.15,5.6988e-05,1.2419e-05,-1.1935e-05,131.9,1.21,1,9
14757,0,0,0.15,5.1533e-05,-4.2723e-05,7.9773e-06,121.3,1.21,1,9
16199,0,0,0.15,0.00020578,-0.00014774,9.7612e-05,117.32,1.21,1,5
14886,0,0,0.15,3.3618e-05,-8.7028e-05,1.0219e-05,126.2,1.21,1,9
14685,0,0,0.15,-5.8273e-06,2.0164e-05,5.9104e-05,123.36,1.21,1,9
14695,0,0,0.15,3.7429e-05,7.6525e-05,2.4808e-05,142.75,1.21,1,9
14893,0,0,0.15,-0.00016243,-4.9485e-05,-5.1149e-05,132.01,1.21,1,9
14574,0,0,0.15,-8.6278e-05,-8.8748e-05,-5.0928e-05,138.75,1.21,1,9
15152,0,0,0.15,7.2639e-05,3.5292e-05,-3.8883e-05,145.95,1.21,1,9
14672,0,0,0.15,2.0203e-05,4.8477e-05,8.2194e-05,141.7,1.21,1,9
14433,0,0,0.15,-7.7922e-05,4.7097e-05,-7.2262e-05,142.75,1.21,1,9
14945,0,0,0.15,-4.1574e-06,0.00010949,-6.5547e-05,142.58,1.21,1,9
14723,0,0,0.15,-2.7443e-05,-8.5455e-05,7.0478e-05,142.3,1.21,1,9
14859,0,0,0.15,0.00013403,4.2244e-05,-5.6186e-05,139.88,1.21,1,9
14636,0,0,0.15,2.1767e-05,3.555e-05,-1.3354e-05,131.18,1.21,1,9
14859,0,0,0.15,-7.1899e-05,-5.7981e-05,-5.5466e-05,134.84,1.21,1,9
14381,0,0,0.15,5.0776e-05,0.00020011,3.527e-05,127.09,1.21,1,9
14268,0,0,0.15,6.6454e-05,-3.6565e-05,-0.0003108,117.39,1.21,1,5
14763,0,0,0.15,-3.1836e-05,6.4812e-05,0.00011762,118.86,1.21,1,9
14350,0,0,0.15,2.9208e-05,2.6234e-05,1.8173e-06,117.01,1.21,1,5
14616,0,0,0.15,-7.8021e-05,-5.0111e-05,6.8611e-06,131.4,1.21,1,9
15398,0,0,0.15,-8.0896e-05,-0.00016197,-1.8697e-05,113.16,1.21,1,5
14934,0,0,0.15,-1.0842e-05,-3.0596e-05,4.7099e-05,120.19,1.21,1,9
14390,0,0,0.15,-4.3527e-05,-2.667e-05,-5.0722e-05,137.92,1.21,1,9
14743,0,0,0.15,7.6585e-06,0.00015629,-6.5685e-05,128.47,1.21,1,9
15232,0,0,0.15,-5.2796e-05,0.00010784,4.8483e-05,131.9,1.21,1,9
15162,0,0,0.15,0.00012024,0.00014871,5.7111e-06,135.83,1.21,1,9
14740,0,0,0.15,-0.00015183,-1.422e-05,-3.4771e-05,131.19,1.21,1,9
15276,0,0,0.15,1.1088e-05,-5.1165e-05,1.1826e-05,128.2,1.21,1,9
15423,0,0,0.15,-3.4434e-06,3.7692e-05,5.2366e-05,118.99,1.21,1,9
14836,0,0,0.15,-2.5068e-05,-6.7981e-05,-6.9352e-06,118.85,1.21,1,9
14580,0,0,0.15,-5.572e-05,-0.00019954,0.00014262,110.18,1.21,1,5
14462,0,0,0.15,-4.4257e-05,7.9687e-05,3.8737e-06,112.29,1.21,1,5
14841,0,0,0.15,-9.9911e-05,-0.00010729,-8.1207e-05,121.28,1.21,1,9
14151,0,0,0.15,1.489e-05,-0.00012418,3.9191e-06,113.98,1.21,1,5
14823,0,0,0.15,0.00014869,0.00015262,-2.4873e-05,118.59,1.21,1,9
14214,0,0,0.15,-0.00010664,-9.582e-05,-6.5094e-07,114.25,1.21,1,5
