"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
135.93,0.0040487,0.00013557,0.59321,11476,-0.00080571,-0.00088373,9.6727e-05,1.21,0.43826,1.9629e-05,1
