"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
26.63,0.002417,0.00055404,0.099046,15138,-1.0195e-06,-3.3606e-07,7.5402e-06,1.21,0.3618,1.9629e-05,1
