"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","cellLevel","epsilon","k","nut","rho","voidfraction","Volume","Cell Type"
0,0,0,0,0,0,0,0,0.95527,0.003,0.001,0,1.21,1,1.9629e-05,1
