"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
82.96,0.0070976,0.0016656,0.29639,15619,8.0397e-08,4.8442e-07,-3.0795e-07,1.21,0.36242,1.9629e-05,1
