"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
82.966,0.0070971,0.0016648,0.29639,15619,3.5486e-08,-2.878e-07,2.6521e-07,1.21,0.36242,1.9629e-05,1
