"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
54.309,0.0047838,0.0011159,0.19788,15388,8.9325e-09,4.1765e-09,-5.6375e-08,1.21,0.36201,1.9629e-05,1
