"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
149.06,0.050366,0.031223,0.69687,9320.2,0.0006802,-0.00058966,0.030176,1.21,0.49086,1.9629e-05,1
