"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
180.46,0,0,0.35,13825,-5.6155e-07,4.816e-07,-7.1397e-06,1.21,1,0.0017102,1
