"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
167.08,0,0,0.7,6038.5,0.028357,-0.050408,-0.0015592,1.21,1,0.0017102,1
