"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
278.63,0,0,0.7,7107.6,-0.042745,-0.0072091,0.0016269,1.21,1,0.0017102,1
