time,p,Ksl,Us.0,Us.1,Us.2,cellLevel,epsilon,k,nut,rho,voidfraction,Area,Cell.Type,epoch,pressure_drop,,U.0,U.1,U.2
0.05,43.547,15119,8.75E-07,6.05E-07,4.56E-05,NA,NA,NA,NA,1.21,1,0.0017102,1,1,52.69187,,0,0,0.05
0.1,43.508,15116,-3.08E-06,-7.15E-07,3.13E-05,NA,NA,NA,NA,1.21,1,0.0017102,1,2,52.64468,,0,0,0.05
0.15,43.534,15116,1.11E-06,3.07E-07,-3.31E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,3,52.67614,,0,0,0.05
0.2,43.573,15119,1.95E-06,8.63E-07,-1.97E-05,NA,NA,NA,NA,1.21,1,0.0017102,1,4,52.72333,,0,0,0.05
0.25,43.579,15120,-1.26E-06,-6.65E-07,-7.72E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,5,52.73059,,0,0,0.05
0.3,43.55,15119,2.83E-07,2.25E-07,9.20E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,6,52.6955,,0,0,0.05
0.35,43.537,15118,-1.49E-07,-3.81E-08,8.75E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,7,52.67977,,0,0,0.05
0.4,43.551,15118,-4.07E-07,-2.32E-07,-1.93E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,8,52.69671,,0,0,0.05
0.45,43.562,15118,7.75E-07,3.55E-07,-5.52E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,9,52.71002,,0,0,0.05
0.5,43.558,15119,-1.78E-07,-1.32E-07,-1.16E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,10,52.70518,,0,0,0.05
0.55,43.553,15118,-3.03E-07,-1.17E-07,2.18E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,11,52.69913,,0,0,0.05
0.6,43.552,15118,1.09E-06,-4.62E-07,1.23E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,12,52.69792,,0,0,0.05
0.65,43.553,15118,-1.96E-07,-9.95E-08,-3.03E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,13,52.69913,,0,0,0.05
0.7,43.555,15118,4.24E-07,9.78E-08,-8.33E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,14,52.70155,,0,0,0.05
0.75,43.556,15118,3.48E-07,3.69E-08,-5.33E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,15,52.70276,,0,0,0.05
0.8,43.555,15118,1.48E-08,-1.49E-07,2.33E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,16,52.70155,,0,0,0.05
0.85,43.554,15118,3.47E-08,1.57E-08,5.06E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,17,52.70034,,0,0,0.05
0.9,43.554,15118,6.22E-08,7.90E-08,8.80E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,18,52.70034,,0,0,0.05
0.95,43.555,15118,-1.03E-07,-8.80E-08,-2.78E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,19,52.70155,,0,0,0.05
1,43.555,15118,5.80E-08,2.38E-08,-1.57E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,20,52.70155,,0,0,0.05
1.05,43.554,15118,9.21E-09,2.10E-08,8.18E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,21,52.70034,,0,0,0.05
1.1,43.554,15118,-9.55E-08,-4.14E-08,1.06E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,22,52.70034,,0,0,0.05
1.15,43.554,15118,7.47E-08,4.61E-08,1.50E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,23,52.70034,,0,0,0.05
1.2,43.554,15118,-1.83E-08,-1.22E-08,-3.72E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,24,52.70034,,0,0,0.05
1.25,43.554,15118,-4.89E-08,-1.78E-08,-3.17E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,25,52.70034,,0,0,0.05
1.3,43.554,15118,5.91E-08,2.48E-08,4.08E-10,NA,NA,NA,NA,1.21,1,0.0017102,1,26,52.70034,,0,0,0.05
1.35,43.554,15118,-1.91E-08,-8.62E-09,2.19E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,27,52.70034,,0,0,0.05
1.4,43.554,15118,-2.17E-08,-8.18E-09,1.29E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,28,52.70034,,0,0,0.05
1.45,43.554,15118,3.27E-08,1.37E-08,-8.48E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,29,52.70034,,0,0,0.05
1.5,43.554,15118,-1.39E-08,-9.25E-09,-1.20E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,30,52.70034,,0,0,0.05
1.55,43.554,15118,-7.29E-09,-2.54E-09,-5.79E-10,NA,NA,NA,NA,1.21,1,0.0017102,1,31,52.70034,,0,0,0.05
1.6,43.554,15118,1.83E-08,1.13E-08,5.97E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,32,52.70034,,0,0,0.05
1.65,43.554,15118,-1.46E-08,-1.05E-08,3.17E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,33,52.70034,,0,0,0.05
1.7,43.554,15118,1.08E-09,1.96E-09,-9.08E-10,NA,NA,NA,NA,1.21,1,0.0017102,1,34,52.70034,,0,0,0.05
1.75,43.554,15118,1.11E-08,5.71E-09,-2.60E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,35,52.70034,,0,0,0.05
1.8,43.554,15118,-1.26E-08,-7.21E-09,-1.32E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,36,52.70034,,0,0,0.05
1.85,43.554,15118,4.82E-09,3.48E-09,8.83E-10,NA,NA,NA,NA,1.21,1,0.0017102,1,37,52.70034,,0,0,0.05
1.9,43.554,15118,5.11E-09,1.57E-09,1.46E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,38,52.70034,,0,0,0.05
1.95,43.554,15118,-9.62E-09,-4.48E-09,3.35E-10,NA,NA,NA,NA,1.21,1,0.0017102,1,39,52.70034,,0,0,0.05
2,43.554,15118,5.27E-09,3.56E-09,-8.80E-10,NA,NA,NA,NA,1.21,1,0.0017102,1,40,52.70034,,0,0,0.05
2.05,66.118,15190,2.22E-07,1.03E-07,9.01E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,41,80.00278,,0,0,0.075
2.1,88.857,15260,1.99E-07,2.26E-08,8.62E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,42,107.51697,,0,0,0.1
2.15,88.667,15261,-1.24E-07,1.58E-08,1.91E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,43,107.28707,,0,0,0.1
2.2,88.671,15261,4.34E-08,1.06E-08,-2.51E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,44,107.29191,,0,0,0.1
2.25,88.665,15261,9.65E-08,5.61E-08,1.51E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,45,107.28465,,0,0,0.1
2.3,88.67,15261,-8.67E-08,-5.31E-08,-2.52E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,46,107.2907,,0,0,0.1
2.35,88.669,15261,1.39E-07,8.49E-08,-5.72E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,47,107.28949,,0,0,0.1
2.4,88.667,15261,-1.11E-07,-4.50E-08,6.35E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,48,107.28707,,0,0,0.1
2.45,88.669,15261,5.87E-08,1.14E-08,-3.91E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,49,107.28949,,0,0,0.1
2.5,88.668,15261,-8.74E-10,2.81E-08,6.46E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,50,107.28828,,0,0,0.1
2.55,88.668,15261,-2.06E-08,-5.36E-08,1.22E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,51,107.28828,,0,0,0.1
2.6,88.669,15261,6.21E-08,5.86E-08,-1.23E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,52,107.28949,,0,0,0.1
2.65,88.668,15261,-5.99E-08,-4.77E-08,9.25E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,53,107.28828,,0,0,0.1
2.7,88.669,15261,1.48E-08,1.58E-08,-2.19E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,54,107.28949,,0,0,0.1
2.75,88.669,15261,-8.31E-09,8.63E-09,1.99E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,55,107.28949,,0,0,0.1
2.8,88.668,15261,-2.86E-09,-1.87E-08,1.78E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,56,107.28828,,0,0,0.1
2.85,88.668,15261,1.02E-08,1.94E-08,-5.87E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,57,107.28828,,0,0,0.1
2.9,88.668,15261,-1.12E-08,-2.95E-08,6.00E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,58,107.28828,,0,0,0.1
2.95,88.668,15261,9.02E-09,1.93E-08,-2.24E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,59,107.28828,,0,0,0.1
3,88.668,15261,-1.61E-08,-2.75E-08,-3.56E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,60,107.28828,,0,0,0.1
3.05,88.668,15261,3.16E-09,1.18E-08,1.53E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,61,107.28828,,0,0,0.1
3.1,88.668,15261,-8.70E-09,-7.80E-09,-3.67E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,62,107.28828,,0,0,0.1
3.15,88.668,15261,7.36E-10,-9.81E-09,-1.58E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,63,107.28828,,0,0,0.1
3.2,88.668,15261,-2.52E-09,2.91E-09,-1.33E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,64,107.28828,,0,0,0.1
3.25,88.668,15261,-3.78E-09,-1.63E-08,-3.54E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,65,107.28828,,0,0,0.1
3.3,88.668,15261,-3.28E-09,7.11E-09,-9.42E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,66,107.28828,,0,0,0.1
3.35,88.668,15261,-8.57E-09,-1.54E-08,-2.50E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,67,107.28828,,0,0,0.1
3.4,88.668,15261,2.30E-09,1.96E-09,-2.73E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,68,107.28828,,0,0,0.1
3.45,88.668,15261,-4.96E-09,-4.93E-09,-1.24E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,69,107.28828,,0,0,0.1
3.5,88.668,15261,-1.98E-09,-1.03E-08,-3.06E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,70,107.28828,,0,0,0.1
3.55,88.668,15261,-5.30E-09,1.30E-09,-1.74E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,71,107.28828,,0,0,0.1
3.6,88.668,15261,-3.76E-09,-1.02E-08,-1.87E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,72,107.28828,,0,0,0.1
3.65,88.668,15261,-2.50E-09,-3.73E-09,-2.91E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,73,107.28828,,0,0,0.1
3.7,88.668,15261,-5.04E-09,-4.78E-09,-1.42E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,74,107.28828,,0,0,0.1
3.75,88.668,15261,-1.77E-09,-4.05E-09,-2.53E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,75,107.28828,,0,0,0.1
3.8,88.668,15261,-4.86E-09,-6.82E-09,-2.37E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,76,107.28828,,0,0,0.1
3.85,88.668,15261,-2.11E-09,-3.45E-09,-1.62E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,77,107.28828,,0,0,0.1
3.9,88.668,15261,-3.81E-09,-4.33E-09,-2.81E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,78,107.28828,,0,0,0.1
3.95,88.668,15261,-5.48E-09,-8.91E-09,-1.82E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,79,107.28828,,0,0,0.1
4,88.668,15261,-6.78E-10,-1.40E-09,-2.18E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,80,107.28828,,0,0,0.1
4.05,88.668,15261,-3.38E-09,-6.67E-09,-2.53E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,81,107.28828,,0,0,0.1
4.1,88.668,15261,-5.57E-09,-6.46E-09,-1.64E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,82,107.28828,,0,0,0.1
4.15,111.94,15323,-3.00E-07,9.60E-08,1.42E-05,NA,NA,NA,NA,1.21,1,0.0017102,1,83,135.4474,,0,0,0.125
4.2,135.29,15382,3.10E-07,7.33E-07,1.99E-05,NA,NA,NA,NA,1.21,1,0.0017102,1,84,163.7009,,0,0,0.15
4.25,135.11,15378,4.12E-07,3.22E-07,-5.05E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,85,163.4831,,0,0,0.15
4.3,135.1,15379,-4.40E-08,-8.45E-08,5.06E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,86,163.471,,0,0,0.15
4.35,135.1,15379,6.69E-07,3.13E-07,-2.11E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,87,163.471,,0,0,0.15
4.4,135.11,15380,4.35E-07,3.35E-07,-2.86E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,88,163.4831,,0,0,0.15
4.45,135.1,15379,3.82E-07,1.58E-07,1.11E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,89,163.471,,0,0,0.15
4.5,135.1,15379,6.48E-07,3.18E-07,-1.03E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,90,163.471,,0,0,0.15
4.55,135.1,15379,1.65E-07,6.19E-08,7.52E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,91,163.471,,0,0,0.15
4.6,135.11,15380,3.29E-07,8.95E-08,-3.17E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,92,163.4831,,0,0,0.15
4.65,135.11,15380,1.32E-07,1.12E-07,-3.08E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,93,163.4831,,0,0,0.15
4.7,135.1,15379,-6.17E-08,7.38E-08,5.14E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,94,163.471,,0,0,0.15
4.75,135.1,15379,-9.85E-08,6.41E-08,-3.38E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,95,163.471,,0,0,0.15
4.8,135.11,15379,-1.20E-07,-2.16E-08,1.99E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,96,163.4831,,0,0,0.15
4.85,135.11,15379,-9.42E-08,-1.63E-08,1.79E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,97,163.4831,,0,0,0.15
4.9,135.11,15379,-1.05E-07,-2.70E-08,-1.09E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,98,163.4831,,0,0,0.15
4.95,135.11,15379,-1.44E-07,-1.04E-07,-1.67E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,99,163.4831,,0,0,0.15
5,135.11,15379,-7.67E-08,-1.07E-07,-9.81E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,100,163.4831,,0,0,0.15
5.05,135.11,15380,-4.08E-08,-1.04E-07,-6.60E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,101,163.4831,,0,0,0.15
5.1,135.11,15379,-2.00E-09,-1.43E-07,-8.48E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,102,163.4831,,0,0,0.15
5.15,135.11,15379,1.06E-08,-1.25E-07,2.47E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,103,163.4831,,0,0,0.15
5.2,135.11,15379,2.49E-08,-4.28E-08,1.64E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,104,163.4831,,0,0,0.15
5.25,135.11,15379,4.20E-08,3.57E-08,-2.33E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,105,163.4831,,0,0,0.15
5.3,135.11,15379,1.06E-08,-4.80E-09,-1.79E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,106,163.4831,,0,0,0.15
5.35,135.11,15379,5.66E-08,3.95E-09,-3.86E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,107,163.4831,,0,0,0.15
5.4,135.11,15379,3.30E-08,-8.47E-08,-1.47E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,108,163.4831,,0,0,0.15
5.45,135.11,15379,-1.97E-09,4.70E-08,5.02E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,109,163.4831,,0,0,0.15
5.5,135.11,15379,2.42E-08,2.32E-08,-6.72E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,110,163.4831,,0,0,0.15
5.55,135.11,15379,4.50E-08,3.39E-08,-4.49E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,111,163.4831,,0,0,0.15
5.6,135.11,15380,7.86E-09,8.68E-08,-3.17E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,112,163.4831,,0,0,0.15
5.65,135.11,15379,-4.96E-08,1.29E-07,-9.24E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,113,163.4831,,0,0,0.15
5.7,135.11,15379,-3.40E-08,2.35E-08,6.41E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,114,163.4831,,0,0,0.15
5.75,135.11,15380,-1.28E-08,4.42E-08,-1.24E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,115,163.4831,,0,0,0.15
5.8,135.11,15379,-2.36E-09,-2.34E-08,-7.64E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,116,163.4831,,0,0,0.15
5.85,135.11,15379,-7.45E-09,-1.86E-08,-2.19E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,117,163.4831,,0,0,0.15
5.9,135.11,15380,-2.37E-08,6.08E-08,-5.19E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,118,163.4831,,0,0,0.15
5.95,135.11,15379,4.03E-08,-3.99E-08,-5.09E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,119,163.4831,,0,0,0.15
6,135.11,15379,-3.13E-08,-7.26E-08,-7.26E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,120,163.4831,,0,0,0.15
6.05,135.11,15379,-4.71E-08,6.12E-08,-1.01E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,121,163.4831,,0,0,0.15
6.1,135.11,15380,-3.15E-08,4.50E-08,4.53E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,122,163.4831,,0,0,0.15
6.15,135.11,15379,6.45E-09,4.82E-08,1.26E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,123,163.4831,,0,0,0.15
6.2,135.11,15380,1.10E-08,-7.81E-09,-9.22E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,124,163.4831,,0,0,0.15
6.25,158.85,15411,2.65E-07,-1.20E-06,2.90E-05,NA,NA,NA,NA,1.21,1,0.0017102,1,125,192.2085,,0,0,0.175
6.3,182.11,15392,-5.79E-06,-5.74E-06,5.75E-05,NA,NA,NA,NA,1.21,1,0.0017102,1,126,220.3531,,0,0,0.2
6.35,181.78,15372,-8.03E-07,-1.68E-07,1.25E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,127,219.9538,,0,0,0.2
6.4,181.78,15373,-3.70E-07,-3.78E-07,4.50E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,128,219.9538,,0,0,0.2
6.45,181.79,15374,1.07E-06,4.16E-07,1.67E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,129,219.9659,,0,0,0.2
6.5,181.79,15373,4.54E-07,5.40E-07,1.51E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,130,219.9659,,0,0,0.2
6.55,181.79,15373,-5.80E-07,-4.81E-07,-5.43E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,131,219.9659,,0,0,0.2
6.6,181.8,15373,5.91E-07,-9.42E-08,-1.14E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,132,219.978,,0,0,0.2
6.65,181.79,15373,2.80E-07,-1.17E-07,-1.04E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,133,219.9659,,0,0,0.2
6.7,181.79,15373,1.75E-07,1.16E-08,-1.03E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,134,219.9659,,0,0,0.2
6.75,181.79,15373,-5.35E-07,-2.12E-08,7.27E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,135,219.9659,,0,0,0.2
6.8,181.79,15373,-1.24E-08,-4.37E-08,-2.07E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,136,219.9659,,0,0,0.2
6.85,181.79,15373,2.21E-07,-1.31E-07,7.40E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,137,219.9659,,0,0,0.2
6.9,181.79,15373,4.50E-08,-4.07E-07,4.82E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,138,219.9659,,0,0,0.2
6.95,181.79,15373,-5.03E-07,-7.77E-08,8.69E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,139,219.9659,,0,0,0.2
7,181.79,15373,5.58E-07,3.12E-07,5.16E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,140,219.9659,,0,0,0.2
7.05,181.79,15373,1.28E-07,1.77E-07,-6.45E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,141,219.9659,,0,0,0.2
7.1,181.8,15373,-5.16E-07,-1.63E-08,1.31E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,142,219.978,,0,0,0.2
7.15,181.8,15373,-1.93E-07,1.29E-07,-2.60E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,143,219.978,,0,0,0.2
7.2,181.8,15373,2.23E-09,5.02E-07,-1.98E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,144,219.978,,0,0,0.2
7.25,181.79,15373,1.49E-07,-7.25E-08,3.69E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,145,219.9659,,0,0,0.2
7.3,181.79,15373,-2.09E-07,-5.67E-07,-6.33E-09,NA,NA,NA,NA,1.21,1,0.0017102,1,146,219.9659,,0,0,0.2
7.35,181.79,15373,3.64E-07,2.40E-07,5.80E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,147,219.9659,,0,0,0.2
7.4,181.79,15373,6.37E-09,1.45E-07,-1.58E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,148,219.9659,,0,0,0.2
7.45,181.8,15373,1.06E-07,2.05E-07,1.20E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,149,219.978,,0,0,0.2
7.5,181.8,15373,1.43E-07,-1.88E-07,-4.55E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,150,219.978,,0,0,0.2
7.55,181.8,15373,1.40E-07,-1.51E-07,-6.71E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,151,219.978,,0,0,0.2
7.6,181.8,15373,-1.50E-07,5.12E-07,-7.66E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,152,219.978,,0,0,0.2
7.65,181.8,15373,-3.22E-07,3.22E-07,-1.38E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,153,219.978,,0,0,0.2
7.7,181.79,15373,-1.43E-07,-1.10E-07,4.64E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,154,219.9659,,0,0,0.2
7.75,181.79,15373,-1.48E-07,1.37E-07,-3.14E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,155,219.9659,,0,0,0.2
7.8,181.8,15374,-8.59E-08,5.73E-08,2.28E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,156,219.978,,0,0,0.2
7.85,181.8,15373,-1.32E-07,2.51E-07,-2.75E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,157,219.978,,0,0,0.2
7.9,181.79,15373,-2.84E-08,-2.59E-07,1.64E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,158,219.9659,,0,0,0.2
7.95,181.8,15373,5.84E-07,4.65E-07,-1.73E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,159,219.978,,0,0,0.2
8,181.8,15373,3.20E-07,-2.00E-07,-1.63E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,160,219.978,,0,0,0.2
8.05,181.8,15373,-1.11E-07,-1.12E-07,1.33E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,161,219.978,,0,0,0.2
8.1,181.8,15373,-7.68E-08,1.62E-07,-4.91E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,162,219.978,,0,0,0.2
8.15,181.8,15373,-7.90E-08,-5.74E-08,2.55E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,163,219.978,,0,0,0.2
8.2,181.79,15373,1.67E-07,1.83E-10,-1.31E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,164,219.9659,,0,0,0.2
8.25,181.8,15373,5.68E-08,8.69E-08,-9.24E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,165,219.978,,0,0,0.2
8.3,181.8,15373,2.11E-07,-2.47E-07,-2.50E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,166,219.978,,0,0,0.2
8.35,197.11,14683,2.53E-05,8.32E-06,3.51E-05,NA,NA,NA,NA,1.21,1,0.0017102,1,167,238.5031,,0,0,0.225
8.4,187.17,13886,-8.95E-06,-1.38E-07,-6.05E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,168,226.4757,,0,0,0.25
8.45,183.59,14091,-5.83E-05,-2.36E-05,2.15E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,169,222.1439,,0,0,0.25
8.5,189.49,13996,3.08E-06,4.07E-06,2.67E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,170,229.2829,,0,0,0.25
8.55,184.04,13927,-8.83E-07,-2.09E-06,-4.18E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,171,222.6884,,0,0,0.25
8.6,186.61,14021,-5.45E-06,-4.12E-06,-2.27E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,172,225.7981,,0,0,0.25
8.65,185.92,13994,-1.67E-06,-2.37E-06,-1.19E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,173,224.9632,,0,0,0.25
8.7,185.86,13985,5.05E-08,5.03E-07,4.28E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,174,224.8906,,0,0,0.25
8.75,185.9,13969,-1.04E-06,-1.63E-06,4.57E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,175,224.939,,0,0,0.25
8.8,185.97,13968,-1.14E-06,-1.73E-07,3.85E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,176,225.0237,,0,0,0.25
8.85,185.95,13983,9.61E-07,-1.13E-06,2.76E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,177,224.9995,,0,0,0.25
8.9,185.94,13985,-5.03E-07,2.77E-08,-1.96E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,178,224.9874,,0,0,0.25
8.95,185.94,13984,-4.83E-07,6.41E-07,3.86E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,179,224.9874,,0,0,0.25
9,185.94,13984,7.66E-07,6.45E-07,2.08E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,180,224.9874,,0,0,0.25
9.05,185.92,13991,-1.23E-07,-5.98E-07,-5.91E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,181,224.9632,,0,0,0.25
9.1,185.95,13996,7.19E-07,-1.13E-06,-4.53E-08,NA,NA,NA,NA,1.21,1,0.0017102,1,182,224.9995,,0,0,0.25
9.15,185.96,14002,-1.49E-06,6.10E-07,-1.53E-06,NA,NA,NA,NA,1.21,1,0.0017102,1,183,225.0116,,0,0,0.25
9.2,185.96,14009,1.22E-07,-1.89E-06,2.02E-07,NA,NA,NA,NA,1.21,1,0.0017102,1,184,225.0116,,0,0,0.25
