time,p,Ksl,Us.0,Us.1,Us.2,cellLevel,epsilon,k,nut,rho,voidfraction,Area,Cell.Type,epoch,pressure_drop,,U.0,U.1,U.2
29,297.05,8191.1,0.022887,-0.015034,0.0011485,NA,NA,NA,NA,1.21,1,0.0017102,1,580,359.4305,,0,0,0.7
29.05,161.34,6322.6,0.045115,-0.010395,-0.0011478,NA,NA,NA,NA,1.21,1,0.0017102,1,581,195.2214,,0,0,0.7
29.1,118.52,10006,0.030302,0.012371,0.0013344,NA,NA,NA,NA,1.21,1,0.0017102,1,582,143.4092,,0,0,0.7
29.15,278.63,7107.6,-0.042745,-0.0072091,0.0016269,NA,NA,NA,NA,1.21,1,0.0017102,1,583,337.1423,,0,0,0.7
29.2,116.51,7071.3,-0.027902,-0.014772,-0.01076,NA,NA,NA,NA,1.21,1,0.0017102,1,584,140.9771,,0,0,0.7
29.25,227.95,10030,-0.033061,-0.022735,0.0086093,NA,NA,NA,NA,1.21,1,0.0017102,1,585,275.8195,,0,0,0.7
29.3,171.72,5823.2,0.033216,-0.015627,-0.0047971,NA,NA,NA,NA,1.21,1,0.0017102,1,586,207.7812,,0,0,0.7
29.35,141.79,11058,0.02742,0.006249,0.0026562,NA,NA,NA,NA,1.21,1,0.0017102,1,587,171.5659,,0,0,0.725
29.4,284.49,5592.9,-0.012335,0.009204,-0.006628,NA,NA,NA,NA,1.21,1,0.0017102,1,588,344.2329,,0,0,0.75
29.45,121.1,7429.9,-0.024664,0.0010875,-0.0060913,NA,NA,NA,NA,1.21,1,0.0017102,1,589,146.531,,0,0,0.75
29.5,228.82,10353,-0.049824,-0.0033569,0.0060043,NA,NA,NA,NA,1.21,1,0.0017102,1,590,276.8722,,0,0,0.75
29.55,188.72,5037.7,0.012097,-0.025901,-0.0048104,NA,NA,NA,NA,1.21,1,0.0017102,1,591,228.3512,,0,0,0.75
29.6,104.09,9477.5,0.023782,-0.0037533,-0.0013604,NA,NA,NA,NA,1.21,1,0.0017102,1,592,125.9489,,0,0,0.75
29.65,280.1,8157.1,0.05217,0.0042974,0.0054417,NA,NA,NA,NA,1.21,1,0.0017102,1,593,338.921,,0,0,0.75
29.7,131.68,6553.9,-0.027667,-0.0093808,-0.0049975,NA,NA,NA,NA,1.21,1,0.0017102,1,594,159.3328,,0,0,0.75
29.75,200.83,8959.6,-0.041104,0.027344,0.0053565,NA,NA,NA,NA,1.21,1,0.0017102,1,595,243.0043,,0,0,0.75
29.8,193.04,6023,0.0016855,-0.031231,-0.0040443,NA,NA,NA,NA,1.21,1,0.0017102,1,596,233.5784,,0,0,0.75
29.85,169.46,8145.3,0.0022833,-0.011921,-0.0020635,NA,NA,NA,NA,1.21,1,0.0017102,1,597,205.0466,,0,0,0.75
29.9,240.45,7269.1,0.0094654,0.025035,0.0028502,NA,NA,NA,NA,1.21,1,0.0017102,1,598,290.9445,,0,0,0.75
29.95,138.75,7104.2,-0.021612,-0.036905,-0.0022059,NA,NA,NA,NA,1.21,1,0.0017102,1,599,167.8875,,0,0,0.75
30,252.84,8006.7,-0.028946,-0.0078936,-0.0023597,NA,NA,NA,NA,1.21,1,0.0017102,1,600,305.9364,,0,0,0.75
30.05,140.66,7905.8,-0.0093667,0.00029428,-0.00037594,NA,NA,NA,NA,1.21,1,0.0017102,1,601,170.1986,,0,0,0.75
30.1,245.77,8458.3,-0.0036252,-0.023793,0.0055237,NA,NA,NA,NA,1.21,1,0.0017102,1,602,297.3817,,0,0,0.75
30.15,159.56,6170.8,0.011636,0.014171,-0.0035932,NA,NA,NA,NA,1.21,1,0.0017102,1,603,193.0676,,0,0,0.75
30.2,152.37,10937,0.0084195,0.013425,0.0034936,NA,NA,NA,NA,1.21,1,0.0017102,1,604,184.3677,,0,0,0.75
30.25,302.95,5287.8,-0.050359,-0.026023,-0.0078153,NA,NA,NA,NA,1.21,1,0.0017102,1,605,366.5695,,0,0,0.75
30.3,97.06,7496.1,-0.010271,-0.0042903,-0.0044111,NA,NA,NA,NA,1.21,1,0.0017102,1,606,117.4426,,0,0,0.75
30.35,156.66,11382,-0.0068683,0.0067476,0.0023007,NA,NA,NA,NA,1.21,1,0.0017102,1,607,189.5586,,0,0,0.75
30.4,259.16,4842.1,-0.026423,0.085528,-0.018822,NA,NA,NA,NA,1.21,1,0.0017102,1,608,313.5836,,0,0,0.75
30.45,130.64,7522.6,0.051372,0.041738,-0.0059472,NA,NA,NA,NA,1.21,1,0.0017102,1,609,158.0744,,0,0,0.75
30.5,195.44,7147.7,0.052261,-0.0092091,0.0040824,NA,NA,NA,NA,1.21,1,0.0017102,1,610,236.4824,,0,0,0.75
30.55,210.64,6986.5,-0.023819,-0.061552,-0.0019666,NA,NA,NA,NA,1.21,1,0.0017102,1,611,254.8744,,0,0,0.75
30.6,190.63,7818.3,-0.0033557,0.004593,-0.0029354,NA,NA,NA,NA,1.21,1,0.0017102,1,612,230.6623,,0,0,0.75
30.65,204.15,6789.2,0.033698,0.032863,-0.00043617,NA,NA,NA,NA,1.21,1,0.0017102,1,613,247.0215,,0,0,0.75
30.7,145.32,9752.8,-0.014108,0.0094232,-0.0011365,NA,NA,NA,NA,1.21,1,0.0017102,1,614,175.8372,,0,0,0.75
30.75,256.51,6056.3,-0.058965,-0.02252,-0.003005,NA,NA,NA,NA,1.21,1,0.0017102,1,615,310.3771,,0,0,0.75
30.8,128.46,8206.9,-0.01569,-0.024288,-0.004266,NA,NA,NA,NA,1.21,1,0.0017102,1,616,155.4366,,0,0,0.75
30.85,241.17,7292.1,-0.010077,-0.044726,0.0032919,NA,NA,NA,NA,1.21,1,0.0017102,1,617,291.8157,,0,0,0.75
30.9,160.63,5652.3,0.019526,0.047178,-0.0061287,NA,NA,NA,NA,1.21,1,0.0017102,1,618,194.3623,,0,0,0.75
30.95,175.24,9655.3,0.017276,0.049533,0.0011363,NA,NA,NA,NA,1.21,1,0.0017102,1,619,212.0404,,0,0,0.75
31,239.63,5893.5,-0.0048398,-0.054574,-0.00095653,NA,NA,NA,NA,1.21,1,0.0017102,1,620,289.9523,,0,0,0.75
31.05,111.03,8289.8,-0.018129,-0.0016348,-0.0046385,NA,NA,NA,NA,1.21,1,0.0017102,1,621,134.3463,,0,0,0.75
31.1,256.7,10121,-0.012886,0.018054,0.0075918,NA,NA,NA,NA,1.21,1,0.0017102,1,622,310.607,,0,0,0.75
31.15,172.94,4753.1,-0.0026805,0.016204,-0.0044856,NA,NA,NA,NA,1.21,1,0.0017102,1,623,209.2574,,0,0,0.75
31.2,92.16,9892.4,0.0013485,0.0085153,-0.0011943,NA,NA,NA,NA,1.21,1,0.0017102,1,624,111.5136,,0,0,0.75
31.25,322.16,8738.8,-0.063197,-0.01117,0.011768,NA,NA,NA,NA,1.21,1,0.0017102,1,625,389.8136,,0,0,0.75
31.3,150.38,5116.7,-0.037462,-0.030116,-0.0036418,NA,NA,NA,NA,1.21,1,0.0017102,1,626,181.9598,,0,0,0.75
31.35,131.49,10890,0.005087,-0.018792,0.0025087,NA,NA,NA,NA,1.21,1,0.0017102,1,627,159.1029,,0,0,0.75
31.4,228.87,5068.7,0.041954,-0.031454,-0.011673,NA,NA,NA,NA,1.21,1,0.0017102,1,628,276.9327,,0,0,0.75
31.45,146.79,8249.8,0.051773,0.031195,-0.0027913,NA,NA,NA,NA,1.21,1,0.0017102,1,629,177.6159,,0,0,0.775
31.5,224.42,5828.6,-0.027929,-0.00047387,0.005273,NA,NA,NA,NA,1.21,1,0.0017102,1,630,271.5482,,0,0,0.8
31.55,135.98,6279.5,-0.063226,-0.007155,-0.006394,NA,NA,NA,NA,1.21,1,0.0017102,1,631,164.5358,,0,0,0.8
31.6,265.34,7965.3,-0.017553,-0.0035397,0.0039706,NA,NA,NA,NA,1.21,1,0.0017102,1,632,321.0614,,0,0,0.8
31.65,142.22,5230.8,0.0013238,-0.03936,-0.0035912,NA,NA,NA,NA,1.21,1,0.0017102,1,633,172.0862,,0,0,0.8
31.7,125.28,9358.1,0.028519,-0.00056868,0.00039219,NA,NA,NA,NA,1.21,1,0.0017102,1,634,151.5888,,0,0,0.8
31.75,310.45,7651.6,-0.0058591,0.001494,0.006896,NA,NA,NA,NA,1.21,1,0.0017102,1,635,375.6445,,0,0,0.8
31.8,118.33,5093.4,-0.059877,-0.013978,-0.0032898,NA,NA,NA,NA,1.21,1,0.0017102,1,636,143.1793,,0,0,0.8
31.85,170.8,10310,-0.033056,-0.00069053,0.0029045,NA,NA,NA,NA,1.21,1,0.0017102,1,637,206.668,,0,0,0.8
31.9,237.71,4725.4,-0.0406,-0.06665,-0.014347,NA,NA,NA,NA,1.21,1,0.0017102,1,638,287.6291,,0,0,0.8
31.95,104.24,7015.1,0.021808,-0.023457,-0.0040773,NA,NA,NA,NA,1.21,1,0.0017102,1,639,126.1304,,0,0,0.8
32,186.09,8677.7,0.054388,-0.029566,0.0064005,NA,NA,NA,NA,1.21,1,0.0017102,1,640,225.1689,,0,0,0.8
32.05,227.96,5998.2,0.0222,-0.022336,-0.006065,NA,NA,NA,NA,1.21,1,0.0017102,1,641,275.8316,,0,0,0.8
32.1,161.71,7832.8,-0.025129,0.029936,-0.00051479,NA,NA,NA,NA,1.21,1,0.0017102,1,642,195.6691,,0,0,0.8
32.15,209.08,7021.5,0.0023036,-0.0057599,-0.0016842,NA,NA,NA,NA,1.21,1,0.0017102,1,643,252.9868,,0,0,0.8
32.2,209.84,7443.5,-0.0060586,-0.025097,-0.00077014,NA,NA,NA,NA,1.21,1,0.0017102,1,644,253.9064,,0,0,0.8
32.25,163.7,7893.9,-0.0022948,0.01498,-0.00088729,NA,NA,NA,NA,1.21,1,0.0017102,1,645,198.077,,0,0,0.8
32.3,226.86,7930.7,0.029978,0.0016982,0.0015005,NA,NA,NA,NA,1.21,1,0.0017102,1,646,274.5006,,0,0,0.8
32.35,170.18,8140.5,-0.013159,0.017549,-0.0018376,NA,NA,NA,NA,1.21,1,0.0017102,1,647,205.9178,,0,0,0.8
32.4,208.68,7807.1,0.0086234,0.011047,-0.0016102,NA,NA,NA,NA,1.21,1,0.0017102,1,648,252.5028,,0,0,0.8
32.45,178.66,7398.6,-0.014016,0.0096302,-0.0049536,NA,NA,NA,NA,1.21,1,0.0017102,1,649,216.1786,,0,0,0.8
32.5,200.47,8052,-0.0050014,0.008251,0.0037975,NA,NA,NA,NA,1.21,1,0.0017102,1,650,242.5687,,0,0,0.8
32.55,212.19,6192.2,0.010411,-0.035458,-0.0012927,NA,NA,NA,NA,1.21,1,0.0017102,1,651,256.7499,,0,0,0.8
32.6,152.77,8518.7,-0.03778,0.014529,0.0021591,NA,NA,NA,NA,1.21,1,0.0017102,1,652,184.8517,,0,0,0.8
32.65,224.13,6170.2,-0.011709,0.029647,-0.011312,NA,NA,NA,NA,1.21,1,0.0017102,1,653,271.1973,,0,0,0.8
32.7,160.58,9159,-0.0071078,-0.023955,0.0033092,NA,NA,NA,NA,1.21,1,0.0017102,1,654,194.3018,,0,0,0.8
32.75,245.9,5479.8,0.010175,-0.0061949,-0.0059498,NA,NA,NA,NA,1.21,1,0.0017102,1,655,297.539,,0,0,0.8
32.8,126.12,8953.6,0.018816,-0.03086,-0.0017858,NA,NA,NA,NA,1.21,1,0.0017102,1,656,152.6052,,0,0,0.8
32.85,230.67,6910.2,-0.0041566,-0.046147,0.0065344,NA,NA,NA,NA,1.21,1,0.0017102,1,657,279.1107,,0,0,0.8
32.9,194.32,4993.3,-0.025041,0.012609,-0.0038527,NA,NA,NA,NA,1.21,1,0.0017102,1,658,235.1272,,0,0,0.8
32.95,130.41,10126,0.012632,0.0018399,0.00062916,NA,NA,NA,NA,1.21,1,0.0017102,1,659,157.7961,,0,0,0.8
33,306.94,6563.8,0.036967,-0.028787,0.0021798,NA,NA,NA,NA,1.21,1,0.0017102,1,660,371.3974,,0,0,0.8
33.05,111.2,6421.5,0.00221,-0.012684,-0.0097157,NA,NA,NA,NA,1.21,1,0.0017102,1,661,134.552,,0,0,0.8
33.1,173.83,10649,-0.006323,0.010404,0.0093861,NA,NA,NA,NA,1.21,1,0.0017102,1,662,210.3343,,0,0,0.8
33.15,244.91,4434.3,-0.076787,0.024437,-0.020799,NA,NA,NA,NA,1.21,1,0.0017102,1,663,296.3411,,0,0,0.8
33.2,102.91,7582,-0.020073,0.021201,-0.0033075,NA,NA,NA,NA,1.21,1,0.0017102,1,664,124.5211,,0,0,0.8
33.25,205.5,9251.3,-0.005797,0.027921,0.010185,NA,NA,NA,NA,1.21,1,0.0017102,1,665,248.655,,0,0,0.8
33.3,235.54,5700,0.05425,-0.075652,-0.0050458,NA,NA,NA,NA,1.21,1,0.0017102,1,666,285.0034,,0,0,0.8
33.35,139.91,7248.7,0.050978,-0.042799,-0.0068547,NA,NA,NA,NA,1.21,1,0.0017102,1,667,169.2911,,0,0,0.8
33.4,251.54,7085,-0.027092,0.016528,0.0025968,NA,NA,NA,NA,1.21,1,0.0017102,1,668,304.3634,,0,0,0.8
33.45,168.55,5836.3,-0.038326,0.0065889,-0.0047123,NA,NA,NA,NA,1.21,1,0.0017102,1,669,203.9455,,0,0,0.8
33.5,122.44,10792,0.00032357,-0.014299,0.0064199,NA,NA,NA,NA,1.21,1,0.0017102,1,670,148.1524,,0,0,0.8
