"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
191.26,0,0,0.55,7327.7,0.0069152,-0.047448,-0.0014436,1.21,1,0.0017102,1
