"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
194.21,0,0,0.45,10487,-0.0090572,0.0080909,0.00038877,1.21,1,0.0017102,1
