"","v","dp"
"1",0.05,32.2224551282051
"2",0.1,65.7123076923077
"3",0.15,100.380762307692
"4",0.2,135.940475
"5",0.25,156.734712820513
"6",0.3,161.28121025641
"7",0.35,163.931405
"8",0.4,164.1864125
"9",0.45,163.007787179487
"10",0.5,159.72105875
"11",0.55,156.918818974359
"12",0.6,161.956142051282
"13",0.65,161.20088875
"14",0.7,168.322913846154
"15",0.75,170.73399475
"16",0.8,170.527782051282
