"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
92.452,0.025152,-0.036961,0.85722,5501.8,0.031102,-0.084583,-0.073544,1.21,0.63446,1.9629e-05,1
