"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
203.52,-0.38555,-0.22867,2.5542,4554.1,-0.15587,-0.2062,0.061368,1.21,0.7287,1.9629e-005,1
