"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
32.409,-0.0015468,0.00023846,1.0389,6378.6,0.00047104,-0.00030374,1.7625e-05,1.21,0.62958,1.9629e-05,1
