"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
85.693,0.012322,-0.00056053,2.3192,5874.9,0.002027,-0.00088679,0.00093574,1.21,0.67166,1.9629e-05,1
