"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
5861.5,0.55735,-0.020484,0.96928,0.057699,-0.013562,-0.043253,3754.8,101.49,1.21,0.65608,1.9624e-05,1
