"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
8508,0.114,-0.27629,1.1258,0.096551,-0.0984,-0.029967,3754.8,143.05,1.21,0.53399,1.9624e-05,1
