"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
5912.2,-0.039812,0.10025,1.0573,-0.038892,0.046566,0.049477,3754.8,190.46,1.21,0.61612,1.9624e-05,1
