"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
9477.1,0.17901,-0.1054,1.1818,0.032398,-0.030463,-0.011349,3754.8,133.41,1.21,0.52322,1.9624e-05,1
