"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","cellLevel","epsilon","k","nut","p","p_backup","rho","voidfraction","Volume","Cell Type"
0,0,0,0,0,0,0,3754.8,0.95527,0.003,0.001,0,0,0,1.21,1,1.9624e-05,1
