"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
5003.7,0.46127,-0.23405,0.97356,0.041664,0.0075326,0.028269,3754.8,149.39,1.21,0.66628,1.9624e-05,1
