"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
3942.6,0.12562,-0.094646,0.91115,-0.020821,0.0070937,-0.069207,3754.8,84.397,1.21,0.69701,1.9624e-05,1
