"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
1.7726,0,0,0.35,4192.9,5.2586e-09,4.1166e-09,8.4443e-11,1.21,1,0.0017102,1
