"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
8.457,0,0,0.8,4396.9,2.6074e-09,-6.0508e-09,-1.8738e-11,1.21,1,0.0017102,1
