"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
176.92,0,0,0.2,14931,-2.1691e-06,6.5183e-07,5.2786e-07,1.21,1,0.0017102,1
