"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
131.07,0,0,0.15,14864,8.4778e-06,-7.2259e-06,1.0863e-06,1.21,1,0.0017102,1
