"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
4.152,0,0,0.55,4274.7,-5.1419e-09,-1.7329e-09,-7.0364e-11,1.21,1,0.0017102,1
