"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
188.87,0.033237,-0.55114,1.9246,4338.9,-0.062947,0.016001,0.030889,1.21,0.70431,1.9629e-005,1
