"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
10956,0.033127,-0.066182,0.76367,0.0031321,-0.0084498,-0.014933,3754.8,116.91,1.21,0.46396,1.9624e-05,1
