"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
11604,-0.021587,0.029591,0.81328,-0.015473,-0.0017926,0.013808,3754.8,172.55,1.21,0.4391,1.9624e-05,1
