"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
8165.6,0.048152,0.012914,0.73185,-0.0011361,-0.0028862,0.042914,3754.8,150.87,1.21,0.52273,1.9624e-05,1
