"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
5617.1,0.083995,0.03372,0.64938,0.0059668,0.0031753,-0.026367,3754.8,118.44,1.21,0.59312,1.9624e-05,1
