"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
5871.6,-0.12177,-0.5313,1.4,-0.15966,-0.094767,-0.0027786,3754.8,167.15,1.21,0.63732,1.9624e-05,1
