"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
4794.8,-0.01051,-0.075815,1.2596,-0.05018,0.047983,-0.050308,3754.8,93.849,1.21,0.68261,1.9624e-05,1
