"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
6218.1,-0.29996,0.26984,1.3941,-0.043845,-0.0024808,-0.058123,3754.8,104.48,1.21,0.64579,1.9624e-05,1
