"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
6997.3,-0.58099,-0.46719,1.3856,-0.17235,-0.076586,-0.071015,3754.8,140.63,1.21,0.63759,1.9624e-05,1
