"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
3815.8,-0.31125,-0.36208,1.2992,-0.023826,0.054304,0.061632,3754.8,219.4,1.21,0.72143,1.9624e-05,1
