"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
4013.3,-0.17155,0.18945,1.1949,0.074514,-0.062933,-0.088115,3754.8,69.115,1.21,0.72615,1.9624e-05,1
