"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
3061.3,-0.24048,-0.42572,1.1723,-0.063073,-0.029437,-0.11059,3754.8,58.446,1.21,0.75297,1.9624e-05,1
