"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
5981.1,0.41411,0.13157,1.3821,0.080381,-0.061042,0.030068,3754.8,190.58,1.21,0.62855,1.9624e-05,1
