"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
4733.6,0.61631,0.72288,1.2139,0.14528,0.064832,-0.095562,3754.8,131.55,1.21,0.69674,1.9624e-05,1
