"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
6571,-0.1967,0.29882,1.3786,0.082961,0.0035989,0.012738,3754.8,130.41,1.21,0.62117,1.9624e-05,1
