"Ksl","U:0","U:1","U:2","Us:0","Us:1","Us:2","cellID","p","rho","voidfraction","Volume","Cell Type"
3688.5,0.33982,0.10452,1.1888,-0.027435,0.055251,-0.094534,3754.8,75.553,1.21,0.75063,1.9624e-05,1
