,Ksl,U.0,U.1,U.2,Us.0,Us.1,Us.2,cellID,cellLevel,epsilon,k,nut,p,p_backup,rho,voidfraction,Volume,Cell.Type,t,dp
23,6329.6,-0.23384,0.45888,1.4232,-0.09029,0.13175,-0.05603,3754.8,NA,NA,NA,NA,107.46,NA,1.21,0.62891,0.000019624,1,1.1,130.0266
24,6480.7,0.23787,0.1222,1.4092,-0.056495,0.12959,0.03397,3754.8,NA,NA,NA,NA,230.87,NA,1.21,0.61709,0.000019624,1,1.15,279.3527
25,6000.9,-0.18244,-0.21693,1.3473,-0.1426,-0.14464,-0.013041,3754.8,NA,NA,NA,NA,129.11,NA,1.21,0.62736,0.000019624,1,1.2,156.2231
26,4225.6,0.29091,-0.21127,1.2747,0.039489,0.021197,-0.028339,3754.8,NA,NA,NA,NA,121.04,NA,1.21,0.68537,0.000019624,1,1.25,146.4584
27,6524.6,-0.021,0.10707,1.4257,0.11116,-0.051899,0.011039,3754.8,NA,NA,NA,NA,186.86,NA,1.21,0.614,0.000019624,1,1.3,226.1006
28,5300,-0.63113,0.34175,1.3277,-0.054766,0.042839,-0.0046157,3754.8,NA,NA,NA,NA,136.05,NA,1.21,0.64997,0.000019624,1,1.35,164.6205
29,5579.6,0.059799,0.31548,1.3779,-0.092676,0.065019,-0.0039935,3754.8,NA,NA,NA,NA,188.21,NA,1.21,0.64143,0.000019624,1,1.4,227.7341
30,4999.4,0.29535,0.048368,1.3399,0.010663,0.072338,-0.024744,3754.8,NA,NA,NA,NA,137.05,NA,1.21,0.66562,0.000019624,1,1.45,165.8305
31,6676.5,-0.20457,-0.098454,1.3813,0.033009,-0.0045051,0.0034206,3754.8,NA,NA,NA,NA,175.08,NA,1.21,0.61117,0.000019624,1,1.5,211.8468
32,4952.8,-0.16008,0.07627,1.3035,-0.020571,-0.015697,-0.01175,3754.8,NA,NA,NA,NA,133.9,NA,1.21,0.66518,0.000019624,1,1.55,162.019
33,8129.4,-0.14666,-0.0013988,1.4934,0.0065342,-0.033376,0.0094821,3754.8,NA,NA,NA,NA,194.2,NA,1.21,0.55989,0.000019624,1,1.6,234.982
34,2865.5,-0.29716,0.32918,1.2359,-0.1089,0.08433,0.0171,3754.8,NA,NA,NA,NA,172.63,NA,1.21,0.75538,0.000019624,1,1.65,208.8823
35,3688.5,0.33982,0.10452,1.1888,-0.027435,0.055251,-0.094534,3754.8,NA,NA,NA,NA,75.553,NA,1.21,0.75063,0.000019624,1,1.7,91.41913
36,5632.7,0.22742,0.40374,1.3563,-0.081252,-0.052777,0.014155,3754.8,NA,NA,NA,NA,116.7,NA,1.21,0.64259,0.000019624,1,1.75,141.207
37,7385.1,0.2665,-0.06567,1.454,0.11195,0.0098632,0.000014807,3754.8,NA,NA,NA,NA,132.75,NA,1.21,0.59015,0.000019624,1,1.8,160.6275
38,6582.9,0.21542,0.057498,1.4188,0.090968,-0.011387,0.021624,3754.8,NA,NA,NA,NA,209.18,NA,1.21,0.60668,0.000019624,1,1.85,253.1078
39,4847.2,-0.16376,-0.03294,1.3082,0.059142,-0.0057345,-0.0053492,3754.8,NA,NA,NA,NA,98.836,NA,1.21,0.65555,0.000019624,1,1.9,119.59156
40,6706.9,-0.189,0.076491,1.4301,-0.046125,0.0045132,-0.004798,3754.8,NA,NA,NA,NA,181.44,NA,1.21,0.60033,0.000019624,1,1.95,219.5424
41,4398.1,0.20581,0.09216,1.3037,-0.01924,0.041329,0.0071208,3754.8,NA,NA,NA,NA,161.21,NA,1.21,0.67705,0.000019624,1,2,195.0641
42,6925.4,-0.018333,-0.11895,1.418,-0.00031714,0.013631,-0.02853,3754.8,NA,NA,NA,NA,102.82,NA,1.21,0.59436,0.000019624,1,2.05,124.4122
43,5555.1,0.19859,-0.072607,1.3754,0.017757,-0.0083813,0.041674,3754.8,NA,NA,NA,NA,205.63,NA,1.21,0.643,0.000019624,1,2.1,248.8123
44,5655.4,0.38957,-0.071223,1.3812,0.1105,-0.034245,-0.0094671,3754.8,NA,NA,NA,NA,127.32,NA,1.21,0.6447,0.000019624,1,2.15,154.0572
45,5467.6,-0.20202,0.090418,1.3062,0.064383,0.0056917,-0.010455,3754.8,NA,NA,NA,NA,109.58,NA,1.21,0.64304,0.000019624,1,2.2,132.5918
46,7952.6,-0.10044,-0.08599,1.5216,-0.042786,-0.012856,0.032618,3754.8,NA,NA,NA,NA,243.22,NA,1.21,0.56376,0.000019624,1,2.25,294.2962
47,6507.8,0.50527,0.11294,1.444,0.08357,0.10388,0.0083468,3754.8,NA,NA,NA,NA,241.6,NA,1.21,0.61573,0.000019624,1,2.3,292.336
48,2654.2,0.060255,0.26931,1.2155,-0.034927,0.0049143,-0.011737,3754.8,NA,NA,NA,NA,174.41,NA,1.21,0.75779,0.000019624,1,2.35,211.0361
49,4358.3,0.19504,0.23378,1.2808,-0.029282,0.039959,-0.093144,3754.8,NA,NA,NA,NA,57.719,NA,1.21,0.71674,0.000019624,1,2.4,69.83999
50,7749.4,0.2895,0.18739,1.5451,0.081824,0.095731,0.068825,3754.8,NA,NA,NA,NA,177.47,NA,1.21,0.58256,0.000019624,1,2.45,214.7387
51,7449.6,-0.02797,0.13135,1.3641,0.014094,0.064497,-0.049335,3754.8,NA,NA,NA,NA,136.42,NA,1.21,0.58877,0.000019624,1,2.5,165.0682
52,4190.7,-0.18152,-0.24635,1.331,0.024066,0.030613,0.067486,3754.8,NA,NA,NA,NA,201.71,NA,1.21,0.70078,0.000019624,1,2.55,244.0691
53,3266.6,0.039166,-0.24388,1.1918,0.0012462,-0.035035,-0.086531,3754.8,NA,NA,NA,NA,69.883,NA,1.21,0.75206,0.000019624,1,2.6,84.55843
54,8228.6,0.10508,-0.26434,1.4963,-0.0011644,-0.092508,-0.01351,3754.8,NA,NA,NA,NA,138.54,NA,1.21,0.5607,0.000019624,1,2.65,167.6334
55,4692.7,0.15101,0.054461,1.3303,0.03635,-0.083688,0.026133,3754.8,NA,NA,NA,NA,222.97,NA,1.21,0.68052,0.000019624,1,2.7,269.7937
56,6066.2,0.22354,0.13097,1.3643,0.06455,-0.025479,-0.024613,3754.8,NA,NA,NA,NA,104.6,NA,1.21,0.63203,0.000019624,1,2.75,126.566
57,5756.8,-0.29804,0.1294,1.3412,0.025545,0.048422,0.010418,3754.8,NA,NA,NA,NA,135.98,NA,1.21,0.63661,0.000019624,1,2.8,164.5358
58,4249.4,-0.04956,-0.63427,1.2347,0.069683,-0.057363,-0.041067,3754.8,NA,NA,NA,NA,91.179,NA,1.21,0.6983,0.000019624,1,2.85,110.32659
59,7632.8,-0.4644,0.19362,1.5076,-0.11706,0.071457,0.042298,3754.8,NA,NA,NA,NA,255.5,NA,1.21,0.57553,0.000019624,1,2.9,309.155
60,2689.4,0.047285,-0.38916,1.182,-0.066236,0.039693,-0.032365,3754.8,NA,NA,NA,NA,116.99,NA,1.21,0.77054,0.000019624,1,2.95,141.5579
61,4654.1,0.23963,-0.47315,1.2637,0.010594,-0.067476,-0.09258,3754.8,NA,NA,NA,NA,66.82,NA,1.21,0.69479,0.000019624,1,3,80.8522
62,9075.1,0.057703,-0.24186,1.5933,0.06958,-0.14147,0.071904,3754.8,NA,NA,NA,NA,248.01,NA,1.21,0.53945,0.000019624,1,3.05,300.0921
63,5813.8,0.2425,0.16854,1.2835,0.087817,-0.052044,-0.036894,3754.8,NA,NA,NA,NA,116.3,NA,1.21,0.65515,0.000019624,1,3.1,140.723
64,5392.1,-0.3556,0.35939,1.2933,0.067103,0.034846,0.020406,3754.8,NA,NA,NA,NA,107.07,NA,1.21,0.66408,0.000019624,1,3.15,129.5547
65,6584.3,-0.63118,0.28156,1.3552,-0.14764,0.10975,-0.025545,3754.8,NA,NA,NA,NA,173.85,NA,1.21,0.60923,0.000019624,1,3.2,210.3585
66,3915.2,0.1258,-0.092057,1.3442,-0.089886,0.091121,0.067345,3754.8,NA,NA,NA,NA,242.65,NA,1.21,0.70043,0.000019624,1,3.25,293.6065
67,3180.6,0.081408,-0.10568,1.1702,-0.042216,0.035074,-0.091089,3754.8,NA,NA,NA,NA,49.914,NA,1.21,0.76722,0.000019624,1,3.3,60.39594
68,7675.5,0.2127,-0.32317,1.4351,0.041068,-0.065501,-0.047182,3754.8,NA,NA,NA,NA,120.22,NA,1.21,0.59398,0.000019624,1,3.35,145.4662
69,7996.6,-0.47966,-0.054774,1.4863,-0.048372,-0.074479,0.0078067,3754.8,NA,NA,NA,NA,195.19,NA,1.21,0.56941,0.000019624,1,3.4,236.1799
70,5981.1,0.41411,0.13157,1.3821,0.080381,-0.061042,0.030068,3754.8,NA,NA,NA,NA,190.58,NA,1.21,0.62855,0.000019624,1,3.45,230.6018
71,5827.6,-0.11242,-0.089671,1.3834,0.062224,-0.098574,-0.00082568,3754.8,NA,NA,NA,NA,110.82,NA,1.21,0.62826,0.000019624,1,3.5,134.0922
72,5294.7,-0.40141,0.43802,1.3029,-0.016767,0.026376,0.012216,3754.8,NA,NA,NA,NA,153.33,NA,1.21,0.66719,0.000019624,1,3.55,185.5293
73,5981,-0.24695,0.34088,1.3513,-0.1184,0.13058,-0.015546,3754.8,NA,NA,NA,NA,181.7,NA,1.21,0.62363,0.000019624,1,3.6,219.857
74,5739.6,0.25862,-0.31198,1.4014,0.0064314,0.019606,0.028184,3754.8,NA,NA,NA,NA,181.24,NA,1.21,0.63336,0.000019624,1,3.65,219.3004
75,3532.1,-0.10394,-0.14053,1.2397,0.038787,-0.085849,-0.049783,3754.8,NA,NA,NA,NA,140.03,NA,1.21,0.72927,0.000019624,1,3.7,169.4363
76,6218.1,-0.29996,0.26984,1.3941,-0.043845,-0.0024808,-0.058123,3754.8,NA,NA,NA,NA,104.48,NA,1.21,0.64579,0.000019624,1,3.75,126.4208
77,6500.1,-0.28646,0.16354,1.4275,-0.11363,0.084371,0.042933,3754.8,NA,NA,NA,NA,226.03,NA,1.21,0.60859,0.000019624,1,3.8,273.4963
78,4157.6,-0.026127,0.068986,1.328,-0.090812,0.092969,-0.032471,3754.8,NA,NA,NA,NA,132.82,NA,1.21,0.68741,0.000019624,1,3.85,160.7122
79,7199.6,0.19302,-0.3369,1.454,-0.012338,0.012663,0.0030061,3754.8,NA,NA,NA,NA,133.17,NA,1.21,0.59136,0.000019624,1,3.9,161.1357
80,3323.6,0.11475,-0.40607,1.238,-0.094768,-0.077552,-0.0040412,3754.8,NA,NA,NA,NA,178.48,NA,1.21,0.73858,0.000019624,1,3.95,215.9608
81,3915.9,0.0074709,-0.23342,1.3063,0.039385,-0.10027,0.021284,3754.8,NA,NA,NA,NA,256.46,NA,1.21,0.71937,0.000019624,1,4,310.3166
82,4607.8,0.28886,0.039052,1.274,0.070577,-0.086498,-0.054503,3754.8,NA,NA,NA,NA,77.154,NA,1.21,0.69064,0.000019624,1,4.05,93.35634
83,7489.5,-0.074923,0.36872,1.4919,0.031007,0.035205,0.027708,3754.8,NA,NA,NA,NA,156.37,NA,1.21,0.58461,0.000019624,1,4.1,189.2077
84,4819.9,-0.45296,0.21652,1.288,-0.056481,0.088008,-0.033112,3754.8,NA,NA,NA,NA,124.71,NA,1.21,0.67467,0.000019624,1,4.15,150.8991
85,7355.1,0.06338,-0.12196,1.4473,-0.11232,0.14989,0.048449,3754.8,NA,NA,NA,NA,182.04,NA,1.21,0.59424,0.000019624,1,4.2,220.2684
86,3678.4,0.014224,-0.68279,1.2225,0.017743,-0.097051,-0.012322,3754.8,NA,NA,NA,NA,142.34,NA,1.21,0.7224,0.000019624,1,4.25,172.2314
87,5411.1,-0.039954,0.090093,1.3262,0.0060619,-0.12459,-0.063603,3754.8,NA,NA,NA,NA,168.69,NA,1.21,0.66215,0.000019624,1,4.3,204.1149
88,6648.9,0.11677,0.12484,1.4663,0.019708,0.074391,0.055602,3754.8,NA,NA,NA,NA,273.48,NA,1.21,0.62136,0.000019624,1,4.35,330.9108
89,2610.8,-0.058492,-0.42533,1.1553,0.0064022,-0.0104,-0.076939,3754.8,NA,NA,NA,NA,65.011,NA,1.21,0.77883,0.000019624,1,4.4,78.66331
90,7227.1,-0.068073,-0.42271,1.4644,-0.02247,-0.057197,-0.071882,3754.8,NA,NA,NA,NA,109.08,NA,1.21,0.60468,0.000019624,1,4.45,131.9868
91,5896.5,0.40276,-0.44679,1.3208,-0.042076,-0.06726,-0.084142,3754.8,NA,NA,NA,NA,90.775,NA,1.21,0.63879,0.000019624,1,4.5,109.83775
92,4319.4,0.28975,-0.32893,1.3605,0.0088415,-0.17516,0.060708,3754.8,NA,NA,NA,NA,226.39,NA,1.21,0.69586,0.000019624,1,4.55,273.9319
93,5233,0.0746,-0.39836,1.2865,0.041315,-0.16827,-0.083791,3754.8,NA,NA,NA,NA,100.3,NA,1.21,0.66468,0.000019624,1,4.6,121.363
94,6373.4,-0.28789,0.5562,1.3972,-0.0011812,-0.018361,0.054165,3754.8,NA,NA,NA,NA,145.21,NA,1.21,0.6238,0.000019624,1,4.65,175.7041
95,5464.8,-0.038145,0.63784,1.2976,-0.023869,0.14942,-0.052655,3754.8,NA,NA,NA,NA,189.62,NA,1.21,0.65206,0.000019624,1,4.7,229.4402
96,6724.5,0.15649,-0.25609,1.4481,0.022546,0.090573,0.036891,3754.8,NA,NA,NA,NA,164.53,NA,1.21,0.60865,0.000019624,1,4.75,199.0813
97,3499.1,-0.12882,-0.70407,1.219,-0.00015992,-0.098497,-0.031996,3754.8,NA,NA,NA,NA,117.56,NA,1.21,0.73526,0.000019624,1,4.8,142.2476
98,5478.9,-0.01627,0.014543,1.3715,-0.0074193,-0.10755,-0.076014,3754.8,NA,NA,NA,NA,174.11,NA,1.21,0.66094,0.000019624,1,4.85,210.6731
99,5911.7,-0.068561,0.46134,1.3936,0.0058663,0.086641,0.011647,3754.8,NA,NA,NA,NA,203.27,NA,1.21,0.64149,0.000019624,1,4.9,245.9567
100,3797.6,0.0058721,-0.55039,1.2366,0.016905,0.0097455,-0.056843,3754.8,NA,NA,NA,NA,83.108,NA,1.21,0.72112,0.000019624,1,4.95,100.56068
101,8394.5,-0.15803,-0.43762,1.548,-0.0081376,-0.084823,-0.006861,3754.8,NA,NA,NA,NA,181.59,NA,1.21,0.5676,0.000019624,1,5,219.7239
102,4254,0.56703,0.35569,1.3183,0.13523,-0.034597,0.073215,3754.8,NA,NA,NA,NA,159.43,NA,1.21,0.7112,0.000019624,1,5.05,192.9103
103,2592.3,0.26767,-0.029558,1.2386,0.024075,-0.12882,0.017087,3754.8,NA,NA,NA,NA,188.33,NA,1.21,0.76912,0.000019624,1,5.1,227.8793
104,3133.6,0.16482,0.19335,1.2176,0.036965,-0.06065,-0.099821,3754.8,NA,NA,NA,NA,71.72,NA,1.21,0.7711,0.000019624,1,5.15,86.7812
105,7797.1,0.11223,0.60452,1.5053,0.068962,0.071514,-0.00084912,3754.8,NA,NA,NA,NA,161.3,NA,1.21,0.5955,0.000019624,1,5.2,195.173
106,4804.9,-0.24331,0.57492,1.2555,0.012242,0.14655,-0.027781,3754.8,NA,NA,NA,NA,206.17,NA,1.21,0.68998,0.000019624,1,5.25,249.4657
107,6472,-0.084049,-0.069527,1.5012,-0.0073217,0.19813,0.079216,3754.8,NA,NA,NA,NA,204.02,NA,1.21,0.61782,0.000019624,1,5.3,246.8642
108,2657,0.050604,-0.74479,1.1289,0.0041028,0.0030864,-0.060979,3754.8,NA,NA,NA,NA,90.828,NA,1.21,0.79571,0.000019624,1,5.35,109.90188
109,7067.7,-0.16756,-0.78802,1.3538,-0.04706,-0.22334,-0.079596,3754.8,NA,NA,NA,NA,151.74,NA,1.21,0.62013,0.000019624,1,5.4,183.6054
110,4550.7,0.61955,0.2763,1.3162,0.012431,-0.11743,0.061892,3754.8,NA,NA,NA,NA,217.76,NA,1.21,0.6968,0.000019624,1,5.45,263.4896
111,3828.4,0.6027,0.11708,1.2342,0.11106,-0.014409,-0.072671,3754.8,NA,NA,NA,NA,90.839,NA,1.21,0.72643,0.000019624,1,5.5,109.91519
112,7796.5,0.069855,0.18549,1.4993,0.090734,0.056975,0.020717,3754.8,NA,NA,NA,NA,184.77,NA,1.21,0.57306,0.000019624,1,5.55,223.5717
113,1402.4,-0.021562,-0.0086207,1.0682,0.0088949,0.0051993,-0.19019,3754.8,NA,NA,NA,NA,59.536,NA,1.21,0.87493,0.000019624,1,5.6,72.03856
114,4733.6,0.61631,0.72288,1.2139,0.14528,0.064832,-0.095562,3754.8,NA,NA,NA,NA,131.55,NA,1.21,0.69674,0.000019624,1,5.65,159.1755
115,3650,-0.030801,-0.0047051,1.2413,0.022242,0.052884,-0.017533,3754.8,NA,NA,NA,NA,200.02,NA,1.21,0.73135,0.000019624,1,5.7,242.0242
116,6518.4,-0.50281,-0.14284,1.4757,0.053222,0.052135,0.10631,3754.8,NA,NA,NA,NA,262.68,NA,1.21,0.63516,0.000019624,1,5.75,317.8428
117,2001.5,-0.5502,-0.43074,1.098,-0.042727,-0.010208,-0.083228,3754.8,NA,NA,NA,NA,71.862,NA,1.21,0.82087,0.000019624,1,5.8,86.95302
118,6997.3,-0.58099,-0.46719,1.3856,-0.17235,-0.076586,-0.071015,3754.8,NA,NA,NA,NA,140.63,NA,1.21,0.63759,0.000019624,1,5.85,170.1623
119,5795.7,0.67351,-0.32153,1.3068,-0.033756,-0.15681,0.0095867,3754.8,NA,NA,NA,NA,172.48,NA,1.21,0.66214,0.000019624,1,5.9,208.7008
120,5610.3,-0.033598,-0.036022,1.342,0.15394,-0.14027,0.010884,3754.8,NA,NA,NA,NA,141.29,NA,1.21,0.65203,0.000019624,1,5.95,170.9609
121,6263.9,-0.38998,0.37447,1.3989,-0.02831,0.026683,-0.015263,3754.8,NA,NA,NA,NA,158.03,NA,1.21,0.63369,0.000019624,1,6,191.2163
122,4856.4,-0.10053,-0.69835,1.2639,-0.088533,0.066553,-0.039567,3754.8,NA,NA,NA,NA,142.18,NA,1.21,0.68328,0.000019624,1,6.05,172.0378
123,5775.2,0.1127,-0.66643,1.3822,-0.00046114,-0.16133,0.013448,3754.8,NA,NA,NA,NA,181.93,NA,1.21,0.64672,0.000019624,1,6.1,220.1353
124,4651.7,-0.31045,0.25907,1.2727,-0.076664,-0.1116,-0.044887,3754.8,NA,NA,NA,NA,124.41,NA,1.21,0.69346,0.000019624,1,6.15,150.5361
125,2479.8,0.0049009,0.01369,1.1234,0.0037081,0.0038624,-0.21155,3754.8,NA,NA,NA,NA,31.722,NA,1.21,0.82671,0.000019624,1,6.2,38.38362
126,5167.8,0.14558,0.61163,1.3532,-0.056708,0.074873,-0.022979,3754.8,NA,NA,NA,NA,137.31,NA,1.21,0.67723,0.000019624,1,6.25,166.1451
127,4853.5,0.16033,0.02169,1.297,-0.0070852,0.1327,-0.047433,3754.8,NA,NA,NA,NA,164.67,NA,1.21,0.67449,0.000019624,1,6.3,199.2507
128,7247.1,0.034481,-0.31104,1.4683,-0.015905,0.00937,0.0080645,3754.8,NA,NA,NA,NA,147.48,NA,1.21,0.59194,0.000019624,1,6.35,178.4508
129,3505.9,0.068841,0.0024282,1.2859,0.0072218,-0.080489,0.01474,3754.8,NA,NA,NA,NA,179.87,NA,1.21,0.72653,0.000019624,1,6.4,217.6427
130,4189.2,-0.30349,0.26449,1.2372,-0.0050443,-0.042451,-0.10852,3754.8,NA,NA,NA,NA,73.612,NA,1.21,0.71764,0.000019624,1,6.45,89.07052
131,7702.9,-0.29796,0.71178,1.4818,-0.0877,0.093762,0.05071,3754.8,NA,NA,NA,NA,175.78,NA,1.21,0.58634,0.000019624,1,6.5,212.6938
132,5185.2,0.32697,0.50306,1.3298,-0.0033084,0.22149,0.0038859,3754.8,NA,NA,NA,NA,208.5,NA,1.21,0.67242,0.000019624,1,6.55,252.285
133,5301.6,-0.10449,-0.74923,1.2333,-0.0077347,0.061109,-0.052565,3754.8,NA,NA,NA,NA,110.56,NA,1.21,0.6904,0.000019624,1,6.6,133.7776
134,4499.8,0.20338,-0.84,1.3117,-0.034514,-0.20777,0.029171,3754.8,NA,NA,NA,NA,190.49,NA,1.21,0.7062,0.000019624,1,6.65,230.4929
135,3874,0.63198,0.54465,1.2196,0.062703,-0.078734,-0.073547,3754.8,NA,NA,NA,NA,139.99,NA,1.21,0.74232,0.000019624,1,6.7,169.3879
136,3506.4,0.0077718,-0.0033325,1.2413,-0.0021489,0.00022715,-0.16298,3754.8,NA,NA,NA,NA,35.072,NA,1.21,0.77195,0.000019624,1,6.75,42.43712
137,4598.6,0.27058,0.69875,1.295,0.16777,0.1415,-0.024852,3754.8,NA,NA,NA,NA,118.86,NA,1.21,0.68858,0.000019624,1,6.8,143.8206
138,7567.8,-0.22471,0.2621,1.5074,0.0044312,0.13777,-0.002859,3754.8,NA,NA,NA,NA,209.73,NA,1.21,0.58991,0.000019624,1,6.85,253.7733
139,5018.3,0.10946,-0.23317,1.2841,0.023992,0.062242,-0.0014512,3754.8,NA,NA,NA,NA,129.58,NA,1.21,0.66904,0.000019624,1,6.9,156.7918
140,6549.4,0.13958,-0.22946,1.4019,0.043465,-0.0012064,-0.0074344,3754.8,NA,NA,NA,NA,118.23,NA,1.21,0.60784,0.000019624,1,6.95,143.0583
141,4871.4,0.46655,0.35434,1.3046,0.10075,-0.098783,-0.0070986,3754.8,NA,NA,NA,NA,238.59,NA,1.21,0.68675,0.000019624,1,7,288.6939
142,6713.5,0.46306,0.65577,1.4094,0.18226,0.042574,-0.018774,3754.8,NA,NA,NA,NA,158.21,NA,1.21,0.62101,0.000019624,1,7.05,191.4341
143,3375.6,-0.70323,0.20885,1.1956,0.061155,0.094047,-0.017727,3754.8,NA,NA,NA,NA,142.81,NA,1.21,0.75025,0.000019624,1,7.1,172.8001
144,6429.6,-0.77512,0.017971,1.3166,-0.15031,0.07136,-0.0773,3754.8,NA,NA,NA,NA,147.71,NA,1.21,0.64528,0.000019624,1,7.15,178.7291
145,4103.7,0.25301,-0.39711,1.3589,-0.078264,0.010868,0.066269,3754.8,NA,NA,NA,NA,226.11,NA,1.21,0.7124,0.000019624,1,7.2,273.5931
146,2849.4,0.31089,-0.50255,1.1448,0.0018691,-0.075443,-0.10016,3754.8,NA,NA,NA,NA,72.504,NA,1.21,0.78541,0.000019624,1,7.25,87.72984
147,4610.8,-0.046704,-0.005951,1.3786,-0.016074,-0.0067004,-0.16948,3754.8,NA,NA,NA,NA,46.383,NA,1.21,0.71354,0.000019624,1,7.3,56.12343
148,9830.6,0.20272,0.041496,1.6511,0.051215,-0.069675,0.040909,3754.8,NA,NA,NA,NA,203.29,NA,1.21,0.52857,0.000019624,1,7.35,245.9809
149,3815.6,0.3314,0.69896,1.2088,0.12099,0.095906,-0.042111,3754.8,NA,NA,NA,NA,139.75,NA,1.21,0.72576,0.000019624,1,7.4,169.0975
150,6827,0.067721,0.1305,1.4913,0.15966,0.18095,0.066818,3754.8,NA,NA,NA,NA,141.41,NA,1.21,0.60888,0.000019624,1,7.45,171.1061
151,4455.3,-0.84704,-0.56973,1.1845,-0.055293,0.021576,-0.052808,3754.8,NA,NA,NA,NA,121.23,NA,1.21,0.71515,0.000019624,1,7.5,146.6883
152,5601.8,0.21058,-0.11551,1.4474,-0.20226,-0.092371,0.070032,3754.8,NA,NA,NA,NA,308.43,NA,1.21,0.671,0.000019624,1,7.55,373.2003
153,3236.3,0.68895,0.16672,1.1421,0.02672,-0.02482,-0.07764,3754.8,NA,NA,NA,NA,71.01,NA,1.21,0.78585,0.000019624,1,7.6,85.9221
154,5566.9,0.96593,0.44212,1.2568,0.24392,0.057851,-0.064396,3754.8,NA,NA,NA,NA,101.24,NA,1.21,0.65854,0.000019624,1,7.65,122.5004
