"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
150.23,0,0,0.55,7179.5,-0.0010562,0.00021172,-0.0012256,1.21,1,0.0017102,1
