"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
204.35,0,0,0.7,5902.4,-0.034613,-0.045142,-0.0038853,1.21,1,0.0017102,1
