"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
127.18,0,0,0.55,9131.2,0.0004155,0.0014064,-0.0044994,1.21,1,0.0017102,1
