"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
273.87,0,0,0.75,9200.4,0.050422,0.018336,0.006659,1.21,1,0.0017102,1
