"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
131.04,0,0,0.15,14855,6.0914e-06,-6.7147e-06,1.3006e-05,1.21,1,0.0017102,1
