"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
185.96,0,0,0.3,13604,-2.4532e-06,-2.7414e-06,-1.8981e-07,1.21,1,0.0017102,1
